WT_1_1 WT_2_2 WT_3_3 WT_4_4 WT_5_5 WT_6_6 WT_7_7 WT_8_8 WT_9_9 WT_10_10 WT_11_11 WT_12_12 WT_13_13 WT_14_14 WT_15_15 WT_16_16 WT_17_17 WT_18_18 WT_19_19 WT_20_20 WT_21_21 WT_22_22 WT_23_23 WT_24_49 WT_25_51 WT_26_55 WT_27_58 WT_28_60 WT_29_63 WT_30_65 WT_31_67 WT_32_69 WT_33_71 WT_34_288 SS_1_50 SS_2_52 SS_3_53 SS_4_54 SS_5_56 SS_6_57 SS_7_59 SS_8_61 SS_9_62 SS_10_64 SS_11_66 SS_12_68 SS_13_70 SS_14_72 SS_15_289 SS_16_290 SS_17_291 SS_18_292 SS_19_293 SS_20_294 TS_2_26_t5 TS_2_26_t5 TS_2_26_t5 TS_2_26_t5 TS_2_27_t10 TS_2_27_t10 TS_2_27_t10 TS_2_27_t10 TS_2_28_t16 TS_2_28_t16 TS_2_28_t16 TS_2_29_t24 TS_2_29_t24 TS_2_30_t36 TS_3_32_t5 TS_3_33_t6 TS_3_34_t8 TS_4_37_t8 TS_4_37_t8 TS_4_37_t8 TS_4_38_t14 TS_4_38_t14 TS_4_39_t30 TS_7_45_t8 TS_7_45_t8 TS_7_45_t8 TS_7_46_t14 TS_7_46_t14 TS_7_47_t30 TS_18_110_t5 TS_18_110_t5 TS_18_111_t6 TS_18_111_t6 TS_18_112_t7 TS_18_113_t8 TS_18_114_t9 TS_18_115_t10 TS_18_116_t11 TS_19_119_t5 TS_19_119_t5 TS_19_120_t6 TS_19_120_t6 TS_19_121_t7 TS_19_122_t8 TS_19_123_t9 TS_19_124_t10 TS_19_125_t11 TS_33_169_t14 TS_33_169_t14 TS_33_170_t30 TS_34_172_t14 TS_34_172_t14 TS_34_173_t30 TS_35_175_t0 TS_35_176_t2 TS_36_178_t0 TS_36_179_t2 TS_37_181_t2 TS_38_183_t2 TS_44_196_t0 TS_44_196_t0 TS_44_196_t0 TS_45_200_t0 TS_45_200_t0 TS_45_200_t0 TS_45_201_t2 TS_45_201_t2 TS_45_202_t4 TS_45_202_t4 TS_45_203_t6 TS_45_203_t6 TS_53_230_t0 TS_53_231_t2 TS_54_233_t2 TS_55_235_t0 TS_55_236_t2 TS_56_238_t2 TS_58_242_t0 TS_59_245_t0 TS_67_276_t0 TS_68_280_t0 TS_69_284_t0
G256 7.984575 8.0499 7.84818335 8.051 8.03755 8.2934 8.20348333333333 8.25344165 8.06473333333333 8.26485 8.047375 7.6499 8.07597665 8.7572 8.31434 8.053425 8.35893333333333 8.16778335 8.16175 8.098315 8.0375 8.08186666666667 8.2551 8.2663 7.9744 8.07961666666667 8.05110334 8.4312 7.95269334 8.09775 8.0881 8.3578 8.0722333 8.02853333333333 8.2125 8.0165333 8.14211665 8.21141665 8.10245556666667 7.9139 8.0117 7.7528 8.4097 8.05942334 7.97605 8.0128 8.2559667 8.2055333 8.18643333333333 8.18436666666667 8.01838333333333 8.32273333333333 8.14006666666667 8.026 7.98243335 7.98243335 7.98243335 7.98243335 8.21305 8.21305 8.21305 8.21305 8.2351625 8.2351625 8.2351625 8.2212 8.2212 7.93205 8.19898335 8.263675 8.1617 8.41255 8.41255 8.41255 8.58045 8.58045 8.0014667 7.7454 7.7454 7.7454 8.0618 8.0618 8.3366 8.4218 8.4218 8.0652 8.0652 8.1961 8.0881 8.3914 8.1636 7.6782 8.0294 8.0294 8.4598 8.4598 8.0818 8.0818 8.3334 7.5711 8.1532 8.4006 8.4006 8.2352 8.304 8.304 8.0012 8.35306666666667 8.2007 7.99693333333333 8.1973222 8.24212223333333 8.34303333333333 8.1173 8.1173 8.1173 7.8077 7.8077 7.8077 8.4165 8.4165 7.7404 7.7404 7.9933 7.9933 8.33543333333333 8.07173333333333 8.00296666666667 8.22598 8.28136666666667 8.03 8.3933 8.4123 8.3639 7.9606 7.8919
G257 8.77123335 9.38436666666667 9.35608335 8.63045835 9.027025 9.3264 9.6518 9.35890835 9.78933333333333 9.31246665 9.90985 9.1835 9.54642665 9.3791 8.97748 8.96765 9.02565556666667 8.88938335 8.9685 9.79094 8.8622 8.79484443333333 9.23635 8.9564333 8.8741 9.1285 8.86315 9.335 9.25709334 9.11035 8.6508 8.7778 9.1108333 9.22736666666667 8.9390667 9.1208667 9.0909 8.7167 9.47945553333333 9.19774 9.21068 9.252 8.86202 8.88624 9.62645 9.6742 9.332 9.2653 8.69653333333333 8.95798333333333 9.39205 9.87063333333333 9.299 9.45513333333333 9.48603335 9.48603335 9.48603335 9.48603335 9.4175 9.4175 9.4175 9.4175 8.90559585 8.90559585 8.90559585 9.24145 9.24145 9.027725 8.5075 8.676525 8.83926665 9.81265 9.81265 9.81265 10.10345 10.10345 10.18 8.7396 8.7396 8.7396 9.487 9.487 8.9261 9.1371 9.1371 9.0848 9.0848 8.9466 8.7946 9.3077 8.7169 10.412 9.0221 9.0221 9.157 9.157 8.8463 8.8079 9.1507 9.0276 8.8857 9.0532 9.0532 8.9978 9.3988 9.3988 9.2449 9.50863333333333 9.19556666666667 9.56725556666667 9.7201889 9.8169889 9.78656666666667 9.0625667 9.0625667 9.0625667 9.6219 9.6219 9.6219 9.6006 9.6006 9.5448 9.5448 9.4006 9.4006 8.71653333333333 9.2155 8.98096666666667 10.07274 9.1095 9.1491 9.10795 9.1289 9.77385 9.14285 9.1365
G258 9.74676665 9.03905 9.6058 9.81686665 9.128175 9.1765 9.2179 8.81476665 9.33413333333333 10.16445835 9.245 9.3554 9.28000335 9.8126 9.3064 9.9369 9.5473 9.18675 8.71245 9.611885 8.92985 9.13642223333333 8.63291665 9.7615667 9.5409333 9.11058333333333 9.22115666 9.788 9.51395334 9.6303 9.3813 8.9016 9.5443 9.18516666666667 9.545 9.9140333 9.72131665 8.79951665 9.62936666666667 9.15416 9.63234 9.7011 9.52804 9.39092666 9.65035 9.8453 10.1226667 9.7078333 9.34383333333333 9.47513333333333 9.29126666666667 10.3730333333333 9.74626666666667 9.87586666666667 9.5301 9.5301 9.5301 9.5301 9.741075 9.741075 9.741075 9.741075 9.42988335 9.42988335 9.42988335 9.68645 9.68645 9.761575 8.65736665 9.5198 9.42435 9.1261 9.1261 9.1261 9.48125 9.48125 9.3471 9.22865 9.22865 9.22865 9.9871 9.9871 9.409 9.0539 9.0539 8.2977 8.2977 8.6863 8.8589 10.084 9.1962 10.194 8.7039 8.7039 8.5153 8.5153 9.462 9.2704 9.679 9.4334 9.4069 8.6626 8.6626 8.9286 9.3053 9.3053 9.3537 9.48786666666667 9.62623333333333 9.3572889 9.22454443333334 9.39933333333333 9.49306666666667 8.9293333 8.9293333 8.9293333 9.7436 9.7436 9.7436 9.6617 9.6617 9.6232 9.6232 9.7109 9.7109 9.5998 9.25913333333333 9.43263333333333 9.00962 10.272 9.4084 9.89125 9.55495 9.3753 9.56945 9.50075
G259 8.082475 6.51823333333333 9.17351665 8.32298335 7.3018 6.3383 9.64371666666667 6.33474165 6.20286666666667 11.51608335 6.427075 6.9072 5.62042 5.5523 9.7369 7.8253 6.75013333333333 5.76546665 11.14985 5.800115 10.1749 6.4259111 11.56871665 9.4267333 9.0941 9.677 6.63824666 5.8137 6.70716 8.01495 10.285 5.6788 8.0384667 5.6226 7.8102 8.6629 8.99591665 6.51798335 9.3806 9.61604 6.26882 6.3028 6.48276 8.41354 5.4423 5.8285 7.8596333 11.186 5.4383 5.48591666666667 6.10381666666667 5.979 5.73943333333333 5.06443333333333 6.69638335 6.69638335 6.69638335 6.69638335 8.97805 8.97805 8.97805 8.97805 9.01680415 9.01680415 9.01680415 9.83503335 9.83503335 8.012975 10.60346665 6.48085 6.70113335 5.70545 5.70545 5.70545 6.11485 6.11485 5.7396 9.2379 9.2379 9.2379 6.1034 6.1034 11.005 11.81 11.81 12.486 12.486 11.419 5.3445 5.6532 5.4524 5.2175 12.348 12.348 10.676 10.676 5.3191 5.2713 5.4129 5.5301 5.3227 5.5596 5.5596 5.4078 5.3239 5.3239 5.4738 5.70723333333333 5.38413333333333 5.30226666666667 5.75944443333333 5.90557776666667 7.17193333333333 8.3607667 8.3607667 8.3607667 5.1783 5.1783 5.1783 5.1717 5.1717 5.1399 5.1399 5.8039 5.8039 5.72623333333333 5.32576666666667 6.1811 7.51332 5.14163333333333 5.41683333333333 5.23075 7.1869 12.381 6.15535 6.19585
G260 9.53449165 9.3297 8.93795 9.6592 9.620225 9.1754 8.76438333333333 8.7894 9.08141666666667 9.23859165 8.73895 9.5811 9.49827665 9.8148 9.751 9.72375 9.22495556666667 9.5745 8.9401 9.5073 8.7433 9.31415556666667 9.00815 9.2881667 9.3092667 8.8184 9.60593 9.7982 9.37862 9.2405 7.9382 9.5615 9.3692667 9.4161 9.3294 9.4902333 9.31658335 8.99318335 9.33733333333333 9.01924 9.46012 9.5038 9.47816 9.040975 9.1371 9.6812 9.5767333 9.4407333 9.63673333333333 9.59336666666667 9.55886666666667 9.0784 8.8171 8.37023333333333 9.36241665 9.36241665 9.36241665 9.36241665 9.065525 9.065525 9.065525 9.065525 9.15070835 9.15070835 9.15070835 8.83638335 8.83638335 9.8092 8.94345 8.994125 9.5099333 8.97 8.97 8.97 9.09995 9.09995 9.4637 9.2228 9.2228 9.2228 9.1237 9.1237 8.0138 9.2433 9.2433 8.8694 8.8694 8.834 8.6257 8.3759 8.6411 9.3217 9.2848 9.2848 8.6865 8.6865 9.4511 9.5126 9.6304 9.2432 9.4007 9.3334 9.3334 9.4449 9.5535 9.5535 9.5764 9.30866666666667 9.49203333333333 9.22042223333333 9.63856666666667 9.06193333333333 8.38206666666667 8.4559333 8.4559333 8.4559333 9.0397 9.0397 9.0397 9.6258 9.6258 9.6848 9.6848 9.1376 9.1376 8.26863333333333 9.43926666666667 9.204 9.12596 8.28876666666667 9.37043333333333 9.69355 9.7067 9.43895 9.8718 9.34215
G261 8.13359165 8.81123333333333 7.98148335 8.38260835 8.9427 7.9822 8.66535 7.781125 8.81786666666667 7.813875 9.01655 7.3526 9.10895335 7.6544 10.1105 8.859825 8.3160889 8.51296665 8.52925 9.52258 8.640125 8.41887776666667 8.3921 9.2687667 8.9602 9.02353333333333 8.55067 7.7016 8.67022 9.06375 7.9661 8.8123 9.6022667 10.2713333333333 9.244 9.2992333 9.0239833 9.26371665 8.59895556666667 8.977 8.0815 7.7171 8.9477 8.87341834 8.60685 8.1669 10.1283333 9.3843333 8.61946666666667 8.59958333333333 8.40601666666667 8.42916666666667 8.4329 8.94786666666667 8.77761665 8.77761665 8.77761665 8.77761665 7.855725 7.855725 7.855725 7.855725 9.15026665 9.15026665 9.15026665 9.3303 9.3303 10.29 8.92991665 10.776 10.04878335 8.52715 8.52715 8.52715 8.30925 8.30925 9.3700667 8.3917 8.3917 8.3917 7.5993 7.5993 8.3003 10.736 10.736 8.0584 8.0584 7.9681 8.2305 7.9908 7.8054 8.2267 7.5961 7.5961 7.9821 7.9821 8.5767 8.4491 8.507 8.2145 8.5245 8.4018 8.4018 8.4452 8.8543 8.8543 8.3763 9.08766666666667 8.8789 9.04236666666667 8.78624443333333 9.05094443333333 8.6727 7.4674667 7.4674667 7.4674667 7.6251 7.6251 7.6251 7.6384 7.6384 7.4906 7.4906 7.5302 7.5302 8.4131 8.13593333333333 8.98933333333333 8.56094 9.91116666666667 8.95883333333333 8.4489 9.97975 10.0354 10.4345 9.8845
G262 6.176725 6.2518 5.75325 5.98226665 5.863975 6.9318 5.9906 6.06108335 5.8932 6.045725 5.894625 6.1834 6.01669665 5.9035 5.64766 5.952425 6.03655556666667 5.89596665 6.04195 5.92769 5.853325 5.653 6.15998335 5.9797 5.831 5.75503333333333 5.79023 5.7213 5.97677332 5.9826 5.548 6.18605 5.9731667 5.83463333333333 5.9717667 5.9296667 5.9589 5.97123335 6.05275556666667 6.05044 5.84226 5.9302 5.77348 6.04496334 5.75145 5.8943 6.1093 6.0950333 5.8353 5.78323333333333 5.90798333333333 6.04043333333333 5.8211 5.45343333333333 5.95418335 5.95418335 5.95418335 5.95418335 5.490575 5.490575 5.490575 5.490575 5.83371665 5.83371665 5.83371665 5.68003335 5.68003335 5.787525 5.94943335 5.976775 5.877 6.08305 6.08305 6.08305 6.0109 6.0109 6.2369 6.26195 6.26195 6.26195 5.8048 5.8048 5.5628 5.5918 5.5918 6.0616 6.0616 5.9081 6.1227 5.9544 5.8774 6.1052 6.1806 6.1806 6.0234 6.0234 5.5386 5.5873 5.7439 5.5899 5.683 5.919 5.919 5.7322 5.8619 5.8619 5.8251 5.95313333333333 5.77686666666667 5.6839889 5.83521113333333 5.52763333333333 5.70413333333333 5.9695333 5.9695333 5.9695333 6.0843 6.0843 6.0843 6.2129 6.2129 5.519 5.519 5.4191 5.4191 5.96943333333333 5.76143333333333 5.84373333333333 5.79464 5.3773 5.66656666666667 5.9215 5.9414 5.8417 5.66455 5.62815
G263 7.00261665 7.97223333333333 6.91716665 6.91975835 7.665325 7.984 8.07021666666667 7.33970835 7.93158333333333 7.13110835 8.198725 7.9192 7.95046665 7.8845 7.69674 7.710425 7.97464443333333 7.85875 8.1841 7.66147 8.031375 7.8879 8.06033335 7.7177333 7.5106333 8.35596666666667 7.92676 7.8075 7.98670666 7.8686 8.5549 7.9674 7.5990333 7.6745 7.6309333 7.5614667 7.56431665 8.05301665 7.7738222 7.99656 7.86854 8.4088 7.76892 7.838775 7.6393 7.4142 7.6510667 7.7959333 7.91443333333333 7.69481666666667 7.86715 7.84333333333333 7.76626666666667 7.47036666666667 7.69253335 7.69253335 7.69253335 7.69253335 7.6392 7.6392 7.6392 7.6392 7.74594165 7.74594165 7.74594165 7.84071665 7.84071665 7.883975 8.24321665 7.85315 7.89145 7.93135 7.93135 7.93135 7.9896 7.9896 7.9653667 8.0312 8.0312 8.0312 7.7161 7.7161 8.4362 7.743 7.743 8.4001 8.4001 8.477 8.5497 7.9722 8.7689 7.8373 8.1454 8.1454 8.4311 8.4311 7.5096 7.3896 7.675 7.3688 7.3962 7.8584 7.8584 7.5288 7.7568 7.7568 7.5872 7.9332 7.75876666666667 7.66525556666667 7.87356666666667 7.5916 6.89923333333333 8.3051333 8.3051333 8.3051333 7.9236 7.9236 7.9236 7.5817 7.5817 7.5195 7.5195 7.1704 7.1704 8.0395 7.71683333333333 8.04783333333333 7.76612 7.4487 7.62866666666667 7.51605 7.50725 7.78975 7.6327 7.5159
G264 7.90586665 8.18685 8.5345 8.60758335 8.514775 8.8956 8.2926 7.81514165 7.93271666666667 9.48011665 8.013025 7.8492 8.15283 8.4844 7.86894 8.378175 8.31252223333333 8.19136665 8.1603 8.30428 8.22595 7.6391111 8.23681665 8.4008 8.2799333 8.28445 7.99898334 8.1618 8.12316 8.26105 7.7842 8.51445 8.1735667 8.46516666666667 8.2722333 8.4128 8.36973335 8.0364 8.31343333333333 8.4253 7.731 7.8143 7.7568 8.27198334 7.9984 7.602 8.1314667 8.6466333 7.90013333333333 8.30021666666667 7.88561666666667 8.23186666666667 8.28186666666667 8.87443333333333 8.29226665 8.29226665 8.29226665 8.29226665 7.94835 7.94835 7.94835 7.94835 8.201575 8.201575 8.201575 8.237 8.237 8.523175 8.23363335 8.510225 8.1882 8.1978 8.1978 8.1978 7.9238 7.9238 8.1193333 8.50475 8.50475 8.50475 7.6254 7.6254 7.5168 8.4052 8.4052 8.8837 8.8837 7.8418 8.8392 8.9989 9.1388 8.66 8.6885 8.6885 8.6903 8.6903 8.5015 8.3738 8.8608 8.5265 8.7685 8.9091 8.9091 9.048 8.5541 8.5541 8.7249 8.33173333333333 8.31633333333333 8.3624889 8.46756666666667 8.85266666666667 9.05396666666667 8.1466333 8.1466333 8.1466333 7.6613 7.6613 7.6613 7.6952 7.6952 7.6043 7.6043 7.4052 7.4052 8.27826666666667 8.3913 7.96583333333333 9.07374 8.80753333333333 9.09383333333333 8.3313 8.1641 8.4463 8.43295 8.5452
G265 8.6866 8.56823333333333 8.47526665 8.50429165 8.408125 8.8492 8.47 8.62341665 8.50421666666667 8.45324165 8.243 9.0055 9.05647665 9.3552 8.75818 8.596425 8.59184443333333 8.15086665 8.2892 8.351695 8.09085 8.47035556666667 8.41583335 8.4336333 8.5141667 7.91058333333333 8.63771666 9.185 8.75558666 8.4229 7.9452 8.70565 8.3160333 8.49366666666667 8.4008 8.4005333 8.4374 8.5566 8.41286666666667 8.39098 8.94484 8.7083 9.12104 8.62981334 8.456 8.4939 8.7040333 8.3088333 8.75406666666667 8.72743333333333 8.64295 8.87946666666667 9.03486666666667 9.14003333333333 8.41156665 8.41156665 8.41156665 8.41156665 8.244725 8.244725 8.244725 8.244725 8.3696125 8.3696125 8.3696125 8.45601665 8.45601665 8.8553 8.52781665 8.70345 8.7077 8.299 8.299 8.299 8.33225 8.33225 8.9767333 8.7305 8.7305 8.7305 8.9012 8.9012 7.9893 8.0015 8.0015 8.1316 8.1316 8.3008 9.0834 9.027 9.0458 9.1055 8.2638 8.2638 8.2815 8.2815 8.6822 8.4737 8.8208 8.7248 8.6755 8.9441 8.9441 9.0332 8.7275 8.7275 8.9936 9.0048 9.0863 8.9378889 8.69082223333333 8.88724443333333 8.48453333333333 8.0709667 8.0709667 8.0709667 8.5261 8.5261 8.5261 8.6526 8.6526 8.9826 8.9826 8.6898 8.6898 8.33413333333333 8.5826 8.79843333333333 9.0826 9.58413333333333 8.7455 9.3616 9.7722 8.57545 8.7973 8.5818
G266 5.80401665 6.30068333333333 6.07596665 5.95753335 6.164075 5.8955 5.71586666666667 5.80751665 6.01606666666667 6.11065 5.898025 5.6772 5.96455 5.5214 5.77204 5.7807 6.02372223333333 5.9943 5.8007 6.31146 5.817525 6.0729889 5.97621665 5.7894667 6.0564333 5.84653333333333 5.91990334 5.8398 5.90924666 5.8687 5.7956 6.12245 5.8149667 6.47626666666667 5.913 5.9095 5.88383335 5.7093 5.89275553333333 6.09068 5.80236 6.4912 6.12162 6.11109834 5.99355 6.3713 6.5001 6.0711 5.81573333333333 5.85676666666667 5.92255 5.9086 5.7762 5.86503333333333 5.81468335 5.81468335 5.81468335 5.81468335 5.981675 5.981675 5.981675 5.981675 6.178 6.178 6.178 6.17576665 6.17576665 6.042875 6.28648335 5.88145 6.08766665 5.5859 5.5859 5.5859 5.8722 5.8722 6.0324333 5.9931 5.9931 5.9931 5.9202 5.9202 5.7461 5.9917 5.9917 6.0106 6.0106 6.3064 6.6813 7.3321 5.7717 6.1108 5.9509 5.9509 5.5461 5.5461 5.6965 5.8422 6.3713 5.9932 6.0634 6.7608 6.7608 6.2703 5.8992 5.8992 5.8072 6.295 5.88606666666667 5.8444889 6.0194 5.83527776666667 5.9147 6.6690667 6.6690667 6.6690667 6.3251 6.3251 6.3251 6.7352 6.7352 5.6508 5.6508 7.0752 7.0752 6.09813333333333 5.99806666666667 5.73303333333333 5.96104 5.8513 5.79793333333333 5.8268 6.2681 6.47405 5.77185 6.24315
G267 8.4706 8.80571666666667 8.53731665 8.712075 9.287825 8.6142 8.5943 8.29246665 8.68828333333333 8.84193335 8.6774 8.1946 8.42189665 8.8016 8.90508 9.38305 8.82332223333333 8.25353335 9.4148 8.509495 8.489625 8.3856111 8.61911665 8.4631333 8.2215667 8.6933 8.59760334 8.3607 8.56776002 8.605 9.4068 9.41075 9.1014667 8.73983333333333 8.7001667 8.6802667 8.56706665 8.74998335 8.90474446666667 8.44042 8.8163 7.8094 8.48814 9.058885 9.4429 8.5134 8.5750667 9.679 8.7232 8.23893333333333 8.8356 8.6999 8.56423333333333 9.55443333333333 9.13776665 9.13776665 9.13776665 9.13776665 9.33925 9.33925 9.33925 9.33925 8.88945835 8.88945835 8.88945835 9.02006665 9.02006665 8.61525 9.05428335 8.149525 8.68125 8.94005 8.94005 8.94005 8.36345 8.36345 9.2168333 8.715 8.715 8.715 9.1445 9.1445 9.5488 8.7801 8.7801 7.9508 7.9508 8.5713 8.308 8.2605 8.8083 9.0631 8.9875 8.9875 9.5207 9.5207 8.2492 8.4232 8.8321 9.1199 8.6686 9.4043 9.4043 9.5163 8.2895 8.2895 8.4162 8.35893333333333 8.572 8.57456666666667 8.7350333 8.7848111 9.53213333333333 8.407 8.407 8.407 8.1307 8.1307 8.1307 8.9208 8.9208 9.4992 9.4992 8.7518 8.7518 8.7494 9.48136666666667 8.3895 8.97678 8.26296666666667 8.44693333333333 8.07705 9.51505 8.7568 8.6468 8.9507
G268 11.50083335 11.39595 11.41666665 11.22083335 10.527 12.689 10.5469 10.82 11.4561666666667 11.54125 10.9575 11.88 11.0668 10.619 11.1488 11.3685 10.6229 11.045 11.756 11.17915 10.5994 9.61416666666667 11.42466665 11.8333333 11.886 11.429 10.24510666 10.265 10.26500666 11.311 12.251 10.3375 11.8436667 10.8243333333333 11.669 11.5886667 11.81566665 10.45433335 11.9872222333333 11.9794 10.7094 11.3 10.8128 11.65571666 11.336 10.887 11.3736667 11.9053333 10.3997333333333 10.7365 10.4426 12.4086666666667 11.0946666666667 11.6173333333333 11.73666665 11.73666665 11.73666665 11.73666665 11.1255 11.1255 11.1255 11.1255 10.18920835 10.18920835 10.18920835 10.98766665 10.98766665 10.5485 10.50316665 9.466475 10.30251665 11.491 11.491 11.491 11.7075 11.7075 11.7833333 10.17505 10.17505 10.17505 12.102 12.102 10.193 9.8067 9.8067 11.035 11.035 12.175 10.306 11.948 9.7296 12.167 10.778 10.778 11.533 11.533 10.513 10.645 10.302 10.736 10.622 10.795 10.795 10.895 10.51 10.51 10.777 10.905 10.3763333333333 10.8351111 11.2173333333333 11.0421111 10.6322333333333 9.5786333 9.5786333 9.5786333 11.911 11.911 11.911 12.205 12.205 11.582 11.582 11.577 11.577 11.233 10.6626666666667 10.3560666666667 10.6299 11.4273333333333 10.758 10.8585 11.25 11.7625 10.7195 10.804
G269 8.067625 8.34325 7.61586665 8.02473335 7.990775 8.603 8.20053333333333 7.99396665 8.18096666666667 8.00760835 8.3388 8.3593 8.09224665 8.149 8.17288 8.392375 8.2860111 8.29326665 8.3402 8.360685 8.266375 8.4006 8.32958335 8.1987333 8.1782667 8.67908333333333 8.54539334 8.4541 8.20574668 8.17395 8.3427 8.0702 8.2404667 7.96366666666667 8.2248667 8.1055667 8.18051665 8.1711 8.02773333333333 8.154 8.22008 8.1377 8.15928 8.54797 7.84495 8.2646 8.1948667 8.1957 8.12073333333333 7.93873333333333 7.85185 8.23116666666667 8.06396666666667 8.1934 8.273 8.273 8.273 8.273 7.948275 7.948275 7.948275 7.948275 8.3434875 8.3434875 8.3434875 8.13166665 8.13166665 8.395175 8.84155 8.14355 8.34051665 7.96475 7.96475 7.96475 7.84525 7.84525 8.1304333 8.3029 8.3029 8.3029 8.2413 8.2413 8.3382 8.2252 8.2252 8.4652 8.4652 8.5924 8.4579 7.9715 8.4987 8.0058 8.4508 8.4508 8.2778 8.2778 7.7478 7.7418 7.8977 7.7705 7.8914 7.8917 7.8917 8.1472 7.9253 7.9253 8.2194 7.92183333333333 7.84283333333333 8.0205889 8.26504443333334 8.5125 7.77233333333333 8.6665 8.6665 8.6665 8.4169 8.4169 8.4169 8.1423 8.1423 8.1366 8.1366 7.944 7.944 8.5221 7.83933333333333 8.00633333333333 8.63466 8.84696666666667 8.15973333333333 8.06825 8.38175 8.1838 8.20605 7.97155
G270 4.79539165 4.98665 4.80828335 4.704625 4.87495 5.3583 5.07896666666667 4.94263335 5.12953333333333 4.84931665 5.1313 4.9795 4.84425 4.8071 4.63852 5.148375 5.1860111 4.72883335 5.27565 4.81752 5.594075 4.7432 5.1258 4.6327 4.6019 5.10386666666667 4.92238666 4.8457 5.24958668 4.61065 5.3649 5.3459 4.6080333 4.78313333333333 4.6189 4.6016667 4.61776665 4.83385 4.7508889 5.295 4.84272 4.8401 4.8069 5.01589834 4.5975 4.988 4.5967667 4.6644 5.08603333333333 5.02771666666667 4.95965 4.81296666666667 4.8418 5.1994 4.84925 4.84925 4.84925 4.84925 5.08005 5.08005 5.08005 5.08005 4.7207625 4.7207625 4.7207625 4.95553335 4.95553335 5.113975 5.23865 5.773725 4.8855 4.88315 4.88315 4.88315 4.86275 4.86275 4.8760667 5.9808 5.9808 5.9808 4.6476 4.6476 5.5412 4.9258 4.9258 5.024 5.024 5.4196 5.4814 5.84 5.5267 4.9843 5.586 5.586 5.5711 5.5711 4.7379 4.3465 4.6498 4.6245 4.7101 4.8977 4.8977 4.9164 4.8903 4.8903 4.9038 4.9702 4.89863333333333 4.92373333333333 4.8066778 5.00997776666667 8.38206666666667 5.4424333 5.4424333 5.4424333 4.9124 4.9124 4.9124 4.8002 4.8002 4.8299 4.8299 4.7824 4.7824 5.20256666666667 4.81816666666667 5.48156666666667 5.6578 5.16556666666667 4.97466666666667 4.91135 4.7162 4.73745 4.5963 4.67985
G271 5.59054165 5.82391666666667 5.17476665 5.387675 5.615775 6.195 5.72391666666667 5.54950835 5.97261666666667 5.23540835 6.378725 5.9864 5.85309665 5.7624 5.40406 5.82675 6.36936666666667 5.24541665 6.32305 5.71367 6.2547 5.5377 6.1492 5.6807333 5.5181 6.31155 5.75721666 5.4223 5.91766668 5.74915 6.8102 5.92255 5.5487667 5.55003333333333 5.5485667 5.6292333 5.55501665 5.7257 5.9378 5.8502 5.5908 5.7276 5.61184 5.98463334 5.874 5.7574 5.6888667 5.5283667 5.9924 5.85933333333333 6.00756666666667 5.72456666666667 5.75806666666667 5.48943333333333 5.79701665 5.79701665 5.79701665 5.79701665 6.09005 6.09005 6.09005 6.09005 5.48799585 5.48799585 5.48799585 5.93701665 5.93701665 5.657225 6.20951665 6.235 5.84768335 5.8121 5.8121 5.8121 5.50755 5.50755 5.9252333 6.3404 6.3404 6.3404 5.5721 5.5721 6.9443 5.9205 5.9205 6.1594 6.1594 6.5941 5.7246 6.006 5.8094 5.4151 6.2494 6.2494 6.2178 6.2178 5.201 5.0936 5.4055 5.2688 5.3342 5.7556 5.7556 5.4926 5.8627 5.8627 5.7295 5.75613333333333 5.56806666666667 5.71123333333333 5.7475 5.57256666666667 8.5617 5.9866 5.9866 5.9866 5.669 5.669 5.669 5.983 5.983 5.984 5.984 5.5608 5.5608 6.16603333333333 5.50163333333333 6.05593333333333 6.26594 5.8911 5.6061 5.52935 5.377 5.5749 5.2223 5.47195
G272 7.30589165 7.17436666666667 7.57566665 7.34441665 7.018 8.043 7.53681666666667 7.40979165 7.05815 7.43810835 7.29405 7.2478 7.22493335 7.2264 6.98504 7.237425 7.17703333333333 7.12828335 7.2558 6.98893 7.3783 7.07253333333333 7.07326665 7.2081 7.0370333 6.91935 7.12573334 6.8346 7.14647334 7.14915 6.9063 6.7235 7.0360333 6.9457 6.9251 6.9662 6.95295 7.07813335 7.19461113333333 7.18398 6.983 7.189 6.97404 7.25443834 6.9241 6.6758 7.0383 7.4773667 6.96173333333333 6.86086666666667 6.98005 7.11306666666667 6.93456666666667 7.1387 7.17796665 7.17796665 7.17796665 7.17796665 6.542675 6.542675 6.542675 6.542675 7.1469625 7.1469625 7.1469625 7.15806665 7.15806665 6.81975 7.22073335 7.2713 7.0725 7.09875 7.09875 7.09875 7.1057 7.1057 7.2831667 7.2238 7.2238 7.2238 6.9785 6.9785 6.9994 7.1447 7.1447 7.0231 7.0231 6.7771 7.6685 7.0896 7.3942 7.1533 7.3145 7.3145 6.8761 6.8761 6.6535 7.0415 6.9716 7.0079 6.8868 7.003 7.003 7.0745 7.1485 7.1485 6.7258 7.1507 6.94463333333333 6.6978111 6.91094443333333 7.36573333333333 7.1885 7.2800333 7.2800333 7.2800333 7.4062 7.4062 7.4062 7.14 7.14 7.3941 7.3941 6.8246 6.8246 7.02876666666667 7.03693333333333 6.92033333333333 7.193 7.42396666666667 6.81866666666667 6.812 6.8309 7.1083 6.75105 6.57485
