G16	G1195	G1540	G1618	G1559	G1041	G1306	G187	G931	G824	G397	G99	G1322	G1466	G658	G992	G784	G672	G1477	G1206	G1357	G1369	G1266	G1621	G1397	G703	G1050	G949	G923	G1107	G129	G99	G120	G31	G128	G129	G126
0.0141390	0.0346961	0.4071170	0.5005989	0.1859147	0.2189755	0.9843235	0.4754238	0.3384884	0.9039153	0.5565926	0.8626580	0.2416068	0.4602265	0.0091170	0.3557538	0.3046123	0.3024547	0.6493976	1.0104848	0.1577515	0.6657802	0.3086556	0.9383154	0.3291184	1.0512096	0.6101447	0.5153334	1.0443126	0.3663635	0.3628775	0.8626580	0.4781599	1.0054095	1.0688301	0.3628775	0.5274042
0.0164185	0.0380637	0.4184370	0.2337455	0.2995909	0.1527658	0.9953502	0.8056155	0.2695891	0.8806314	0.6243683	1.0578830	0.2933268	0.7629900	0.0171442	0.3662971	0.1315079	0.5507843	0.2701224	0.8547340	0.2201801	0.6351808	0.2881878	0.7176270	0.3507866	0.9182196	0.6880715	0.5601367	0.9855248	0.5762756	0.0692551	1.0578830	0.5727451	0.9206181	1.1451322	0.0692551	0.6890802
0.0082533	0.0744432	0.5115738	0.8081794	0.1957279	0.2916839	1.0559910	0.6952917	0.3703212	1.0661409	0.6692767	0.8398242	0.3771378	0.5268684	0.0171178	0.4098426	0.2055136	0.3205782	0.5652357	1.0346033	0.1135559	0.7220953	0.2984735	0.7165020	0.2950962	0.9614060	0.9014377	0.6024493	0.9695031	0.3723433	0.4584240	0.8398242	0.5157117	0.7146499	0.8925929	0.4584240	0.4734633
0.1312423	0.0734231	0.5609938	0.5451315	0.2102660	0.1731999	1.1475021	0.8426708	0.3614299	1.0117528	0.5860641	0.9427961	0.3565714	0.7322740	0.0154561	0.3472758	0.1384705	0.3381551	0.5202027	1.0942842	0.3598876	0.6789586	0.3921239	0.7435999	0.2986035	1.0068132	0.9433529	0.5341117	0.9450426	0.4761068	0.4096113	0.9427961	0.5458440	0.8657018	1.0155371	0.4096113	0.7251917
0.0500312	0.1265383	0.3250091	0.6540663	0.1094009	0.5592817	0.7599768	0.6751248	0.5986924	1.0240187	0.8254379	0.2659409	0.2185268	0.3012497	0.0447052	0.4112393	0.1464229	0.4613649	0.7331885	0.7571731	0.0544178	0.7786542	0.1266356	0.6966507	0.4755066	0.9132221	0.5997201	0.6359465	0.8816061	0.0978073	0.6114675	0.2659409	0.9182980	0.8499182	1.0052748	0.6114675	0.4128463
0.0077230	0.0578250	0.5585248	0.5085229	0.1508409	0.7386108	0.8265522	0.6459265	0.6769076	0.7427779	0.6933408	0.4215211	0.0345759	0.4315103	0.1585047	0.4203502	0.0959464	0.5257644	0.8152984	0.5038708	0.1121621	0.6048897	0.2888776	0.7817701	0.4243396	1.0221969	0.6677978	0.4888518	0.9123704	0.1780348	0.4133358	0.4215211	0.7343229	0.7418670	0.8290242	0.4133358	0.3278034
0.0188399	0.0625234	0.5124386	0.3616499	0.1322434	0.6427372	0.8121459	0.5821358	0.7689052	1.0364555	0.7588181	0.5659332	0.0181230	0.5300073	0.1810558	0.3792714	0.0282579	0.5209659	1.1132859	0.6148495	0.1171216	0.4756878	0.2296460	0.6233657	0.5103386	0.8889126	0.8019103	0.4545350	0.7640869	0.1675067	0.3847737	0.5659332	0.7376877	0.6739112	0.6728049	0.3847737	0.5607049
0.0581535	0.0512764	0.6023456	0.3923540	0.1732051	0.7237718	0.6428358	0.8296222	0.7816990	1.0877754	0.7671750	0.9658602	0.0389266	0.5712746	0.1527780	0.3574637	0.0557976	0.7011969	1.1320182	0.5079211	0.1178165	0.7271039	0.1948984	0.7729972	0.5101673	0.9648716	0.9040491	0.6078933	0.9441340	0.1387202	0.4103006	0.9658602	0.6467582	0.4692575	0.6014525	0.4103006	0.8570095
0.0249628	0.0967516	0.3799880	0.5917011	0.1397939	0.6008691	0.9554894	0.7525326	0.5899902	0.9468665	0.8341615	0.3101786	0.2490474	0.3829533	0.0536562	0.3671725	0.1542787	0.5562808	0.7342102	0.8008528	0.0969613	0.9502753	0.1814969	0.6402544	0.5133965	1.0397613	0.8755430	0.6714640	1.0250500	0.1295354	0.5366957	0.3101786	0.8957526	1.0168415	0.9821005	0.5366957	0.4644277
0.0663191	0.0374918	0.6251469	0.4787895	0.1936710	0.6312074	0.7341155	0.2118547	0.7911583	0.9366013	0.6289302	0.4113094	0.0447342	0.5497346	0.1213000	0.4336858	0.1085104	0.6452970	0.8335577	0.7298344	0.1125818	0.6694878	0.2268597	0.7946776	0.5575823	0.8848513	0.6249317	0.5416691	1.0914568	0.1551492	0.2392234	0.4113094	0.7020462	0.9008890	0.6552805	0.2392234	0.9429099
0.1678704	0.0206191	0.6113730	0.3100182	0.1809385	0.5276895	0.8428900	0.1899784	0.6756297	0.9067905	0.9470381	0.5342266	0.0149581	0.7207981	0.1601540	0.4596535	0.0525197	0.8553904	0.8858888	0.7059978	0.2424422	0.6608731	0.2461387	0.7668071	0.6061630	0.9705112	0.8294851	0.6733643	1.0578041	0.2579196	0.0807738	0.5342266	0.6829337	0.5728700	0.5445625	0.0807738	0.9085901
0.2094574	0.0023999	0.5684792	0.2110607	0.3744559	0.5581324	0.5871079	0.2296520	0.9672466	1.0534545	0.8630761	0.4338817	0.0000000	0.7192301	0.1834876	0.4345193	0.0014531	0.9141043	0.8531962	0.5769411	0.3541421	0.2572962	0.1889820	0.7167622	0.7863256	0.9765764	0.7701159	0.6557624	1.0186552	0.1849092	0.0331986	0.4338817	0.7631741	0.4699046	0.6310612	0.0331986	0.6787447
0.0556383	0.0700358	0.2577717	0.6963010	0.1341640	0.7802737	1.0575432	0.6507378	0.4937599	0.8581501	0.7912265	0.3065370	0.2050857	0.3360538	0.0488852	0.4370713	0.2022045	0.5620642	0.8188450	0.7740783	0.0977459	0.8742772	0.1566032	0.7116590	0.6213470	0.8337036	0.8376853	0.5172840	0.8294449	0.0760183	0.5756035	0.3065370	0.7868415	0.9898791	0.9453538	0.5756035	0.4775854
0.0296289	0.0686231	0.5976595	0.3431716	0.1635626	0.7897376	0.8562606	0.1625403	0.8165711	0.9454238	0.6231229	0.3676830	0.0227409	0.5239324	0.1472314	0.4218777	0.0614220	0.6175004	0.8859114	0.6650445	0.1002637	0.6112879	0.0913127	0.7718874	0.4920735	1.0989257	0.6243125	0.5240453	0.9884565	0.2613354	0.2448916	0.3676830	0.8331482	0.5663675	0.5755407	0.2448916	0.6451866
0.1851979	0.0046414	0.6336978	0.3102439	0.2514649	0.6110566	0.7606514	0.1827055	0.7270708	0.7392841	0.8104765	0.5575607	0.0120905	0.5524362	0.1447798	0.4749574	0.0345110	0.7168547	0.8014970	0.6117656	0.2527758	0.5754550	0.2062203	0.5540758	0.5380598	0.8962809	0.8270330	0.6584781	1.0822263	0.2406462	0.1070474	0.5575607	0.7104785	0.4445514	0.5696388	0.1070474	0.7294543
0.2167749	0.0067075	0.8078551	0.3143494	0.2940427	0.6460408	0.9208364	0.2070701	0.8392105	0.9350592	0.5931452	0.5863949	0.0001806	0.7336864	0.1684427	0.3833968	0.0020724	0.7410728	0.9658959	0.6645290	0.5108389	0.1577280	0.2172554	0.4838805	0.5964672	0.8587571	0.8645405	0.7644854	1.0116687	0.2067432	0.0105202	0.5863949	0.7172596	0.3638577	0.5664173	0.0105202	0.8370445
0.0108264	0.0643319	0.4601661	0.5876690	0.1401963	0.6265247	0.9671015	0.6129076	0.5654940	1.2258978	0.8282151	0.4541510	0.2372865	0.2837752	0.0712465	0.4030546	0.1731460	0.6767498	0.8713282	0.6983500	0.0800905	1.0383968	0.0998857	0.6893165	0.4768530	1.0151719	0.7609219	0.5870430	0.9195047	0.1267622	0.6373685	0.4541510	0.8526527	0.7214323	1.0048268	0.6373685	0.5556848
0.0113796	0.0301296	0.3545162	0.5442495	0.0844640	0.6409339	0.8743126	0.4645822	0.7329036	1.0483056	0.7524266	0.3704405	0.0578768	0.7684749	0.1884491	0.3369604	0.0760312	0.4842386	0.8009359	0.5663817	0.0844886	0.6111518	0.1640479	0.6684288	0.4962441	0.8600430	0.7469909	0.4255487	1.1079953	0.1965654	0.3035105	0.3704405	0.3023276	0.8660314	0.2694665	0.3035105	0.4716531
0.0077342	0.0184497	0.4092202	0.4235958	0.0687133	0.5405548	0.7646907	0.7809100	0.6816524	1.0361785	0.5865442	0.7586970	0.0201770	0.7685365	0.1353335	0.3693231	0.0983400	0.6726929	0.8770008	0.6166645	0.0884074	0.4943659	0.1806778	0.6893289	0.3873033	0.9842374	0.8273510	0.3071771	1.0278922	0.2405068	0.1889804	0.7586970	0.1172302	0.7905195	0.0963395	0.1889804	0.4397288
0.0820422	0.0389745	0.3735821	0.2582308	0.0452821	0.5347452	0.7204149	0.5921419	0.8949882	0.4753447	0.6274198	0.8409222	0.0063326	0.7551467	0.4722689	0.3866185	0.2926041	0.4181944	1.0861880	0.4734996	0.1690638	0.4102584	0.1522094	0.5990342	0.5389461	0.8432595	0.5242293	0.0897300	0.8111961	0.3706758	0.1454381	0.8409222	0.0079221	0.7837247	0.0015627	0.1454381	0.5725974
0.3098449	0.4706594	0.0720626	0.5765896	0.1563142	0.7718336	0.7299525	0.6135433	0.6904727	0.8985835	0.9861000	0.2670295	0.1757862	0.5589444	0.0058845	0.4672727	0.1242347	0.4499065	0.6975083	1.1105216	0.0446031	0.6307298	0.0508005	0.6632897	0.1218425	1.0985831	0.5770482	0.1933121	0.9391241	0.2953699	0.6086160	0.2670295	0.4431221	0.8558265	1.2157241	0.6086160	0.3589779
0.2921665	0.3600622	0.0672818	0.6468914	0.0984863	0.6552171	1.1228409	0.4778591	0.7023360	1.0942488	0.9795080	0.2145773	0.1460760	0.5098041	0.0128972	0.4759064	0.2386848	0.6459075	0.6935799	1.0686687	0.0744548	0.6355516	0.0769417	0.7954580	0.1523735	1.0234746	0.9056150	0.2526106	1.1024269	0.2945332	0.6422604	0.2145773	0.4649326	0.7005102	1.0541638	0.6422604	0.4629313
0.1829354	0.4709147	0.0679270	0.5862016	0.0653269	0.6928326	0.8081479	0.5029943	0.6744765	1.0164750	0.9244077	0.2667581	0.1508343	0.5525290	0.0106980	0.3952735	0.1877379	0.4699261	0.6093696	1.0424555	0.0905582	0.5372556	0.0555131	0.6223369	0.0839501	0.8889794	0.8628837	0.3322028	1.0429897	0.2572556	0.3616733	0.2667581	0.4726672	0.8826538	1.0794703	0.3616733	0.3829224
0.2882375	0.4121139	0.1193168	0.7230720	0.1325763	0.6026709	0.8731951	0.7133820	0.6916211	0.9739497	0.9142632	0.0465204	0.2482249	0.4411135	0.0176461	0.4557981	0.2411863	0.6922476	0.5931924	0.8388813	0.0941514	0.2548858	0.1568268	0.7508851	0.1659827	0.9387946	0.8797821	0.3499553	0.8253844	0.2085609	0.4646718	0.0465204	0.3114926	0.7927203	1.0530532	0.4646718	0.4630043
0.2634286	0.3149286	0.0853028	0.3971813	0.1215362	0.7255547	0.9143216	0.6041582	0.5815657	1.0678773	0.9241116	0.0621152	0.1091997	0.3396818	0.0314916	0.5009129	0.3117536	0.5758027	0.7113810	0.5681983	0.0849323	0.2879832	0.0592845	0.6742017	0.1511826	1.2005230	0.8310170	0.2221443	0.9645425	0.2786952	0.5594848	0.0621152	0.3856931	0.6964309	0.9381780	0.5594848	0.4940801
0.2758522	0.3669222	0.0350082	0.3107907	0.0308419	0.7563230	0.9964645	0.5402524	0.7250628	0.9276511	1.0300988	0.0665566	0.1488168	0.4100448	0.0159078	0.3653416	0.4881468	0.5900059	0.7704512	0.6969535	0.0502120	0.2232571	0.0484192	0.8515373	0.1018005	0.8476817	0.6151920	0.1427429	0.7878915	0.2824586	0.5521288	0.0665566	0.3292244	0.6755785	1.0113242	0.5521288	0.3998449
0.0355213	0.0772611	0.3709690	0.6160984	0.1254623	0.6683481	0.9459459	0.6931743	0.5647250	0.9679715	0.8172926	0.3232930	0.1834929	0.3015235	0.0565912	0.3676010	0.1998889	0.5448313	0.7097159	0.6784893	0.1297176	0.9026432	0.1061183	0.6719314	0.5017699	1.0977032	0.8161082	0.5081702	0.8172345	0.0953575	0.5856747	0.3232930	0.8213629	0.9338704	0.9989464	0.5856747	0.6454153
0.0198036	0.2342507	0.1375030	0.4946715	0.5029421	0.3548326	0.8975005	0.6375607	0.5874246	0.8778654	0.9318926	0.6700923	0.2908950	0.1725683	0.0926532	0.2568753	0.4921511	0.7024182	0.7519326	0.6700807	0.2185344	0.9092824	0.1389647	0.5420767	0.4069901	0.9564223	0.9096311	0.5173440	1.1570100	0.0812735	0.4877282	0.6700923	0.7840891	0.7914177	0.8649866	0.4877282	0.6025663
0.0393024	0.3527886	0.2067080	0.5223268	0.5571062	0.2198324	0.7764227	0.7135660	0.3719004	0.8688553	1.0238010	0.8127819	0.2386669	0.1925301	0.2685954	0.0704526	0.3697096	1.0628070	0.7683605	0.6217913	0.2974368	1.0690777	0.1465476	0.6969064	0.4622371	0.8977243	0.9625208	0.3972647	1.0137344	0.0302431	0.4354678	0.8127819	1.0753724	0.8538925	0.7224995	0.4354678	0.7028128
0.0307108	0.3092326	0.1851530	0.4891870	0.6612844	0.2751809	0.8039091	0.8105601	0.4973031	0.8740082	0.9308246	0.7442610	0.3145503	0.1140162	0.2214830	0.0632891	0.3373625	1.0121234	0.8737431	0.6084626	0.2593336	1.0153986	0.1563205	0.6862203	0.6630521	0.8380914	1.0014265	0.3019086	1.1072856	0.0669884	0.3898641	0.7442610	0.9146695	0.9437770	0.8687382	0.3898641	0.8618236
0.0471710	0.1979358	0.2597263	0.6159838	0.4980241	0.4461485	0.7733517	0.7254495	0.3792324	0.8389476	0.7653582	0.8065117	0.2524240	0.1477695	0.2519621	0.2302274	0.4727334	0.7238871	0.8432313	0.7127919	0.2744820	0.8304030	0.0618353	0.6665622	0.5053867	0.8071054	0.8078469	0.5356479	0.9096931	0.0856157	0.7700564	0.8065117	0.9406807	0.8299223	0.8658139	0.7700564	0.7435914
0.0513563	0.3199684	0.2687619	0.7807375	0.5166781	0.2967639	0.6581151	0.7122729	0.6084226	0.8914454	0.8823132	0.9540633	0.3015487	0.0833337	0.2206994	0.1650489	0.6066192	0.6575546	0.8609811	0.5259191	0.2993654	1.0190862	0.1387279	0.6269707	0.3990049	0.8315493	0.9253562	0.5222407	1.0728212	0.0733753	0.7279012	0.9540633	0.9533220	0.7653204	0.8174377	0.7279012	0.8136491
0.2667024	0.4229828	0.5050017	0.6263953	0.5639877	0.4380252	0.6870747	0.8965564	0.5142457	0.7974813	0.7547377	1.0774747	0.2596036	0.0281140	0.2031507	0.1161604	0.5029661	0.7783179	0.8843408	0.5122883	0.2690558	0.8791237	0.3030568	0.7415470	0.4923595	0.8425277	0.8378669	0.4267983	0.9789027	0.0753295	0.7264328	1.0774747	0.9861103	0.7212057	0.9011382	0.7264328	0.8845966
0.0298532	0.1427904	0.1448147	0.4957569	0.4828764	0.3712063	0.6872107	0.2222864	0.5375698	1.0773904	0.8840669	0.6986870	0.2457127	0.1923979	0.1345757	0.1621368	0.3256826	0.8339621	0.7784920	0.8532648	0.1546758	0.8832981	0.1513309	0.7803766	0.4935438	0.8018774	0.9490568	0.4261715	0.9191167	0.0537305	0.3640160	0.6986870	0.8085912	0.8179894	0.9344261	0.3640160	0.4897437
0.0286445	0.2199566	0.1828107	0.5610008	0.5442083	0.3299038	0.6990972	0.2808523	0.4547938	0.8365517	0.8480143	0.6807684	0.2765538	0.1966133	0.1348288	0.0984598	0.4162678	0.8539891	0.7440990	0.8452101	0.3166765	0.9712624	0.0729113	0.8863500	0.5515572	0.8538968	0.9900685	0.3538313	1.1373611	0.0903760	0.5759913	0.6807684	0.8912533	1.0361901	0.7768464	0.5759913	0.5822759
0.0528320	0.1506091	0.3276334	0.5742979	0.4709971	0.2040721	0.6790423	0.2673377	0.5492472	0.9054101	1.0520229	0.7449984	0.2227516	0.1798616	0.2158957	0.0963112	0.3753578	0.9242957	0.9541331	0.9241826	0.2842040	0.8980240	0.1581741	0.6188910	0.5391472	0.7758256	0.8622924	0.6075787	0.9678547	0.0984082	0.4478502	0.7449984	0.9408674	0.9981468	0.8178550	0.4478502	0.7828507
0.0509409	0.2363299	0.2904911	0.4547278	0.4043332	0.3379080	0.7101772	0.3980959	0.5570973	0.9683110	0.9785814	0.6456265	0.2261824	0.1263851	0.0920732	0.1929928	0.3263433	1.0019723	1.0086860	0.7671601	0.3889559	0.8789860	0.0884340	0.8010104	0.6344875	0.7002546	0.6717569	0.5634762	0.9328430	0.0739765	0.2411983	0.6456265	0.8587578	1.1053800	0.9945796	0.2411983	0.9709222
0.1493269	0.1569350	0.4817702	0.3429592	0.5419756	0.2668671	0.7810142	0.2502164	0.5560908	0.8398588	1.0965441	0.9080986	0.3399040	0.1790576	0.1320265	0.1561531	0.3003865	0.9850111	0.8540619	0.7764072	0.3885417	0.8387438	0.0221356	0.8221273	0.5445706	1.0043143	0.8487245	0.3697943	1.1765922	0.0331941	0.0803975	0.9080986	0.7917732	0.9247711	0.9056945	0.0803975	0.8409386
0.2238813	0.2182936	0.4535373	0.2061534	0.6685568	0.2527404	0.6281600	0.3975368	0.6039064	0.8256614	1.0492528	0.8353689	0.2251581	0.2203365	0.1116288	0.0721085	0.2306427	0.9659954	0.5442610	0.7831611	0.4387448	0.4620508	0.0006130	0.7853098	0.4071250	0.6888638	1.0089940	0.3550697	0.9279773	0.0338069	0.0178028	0.8353689	0.9924689	0.8348829	1.0129587	0.0178028	0.8694754
0.0062432	0.2190660	0.2463069	0.5492872	0.4416499	0.3352515	0.7682856	0.5883903	0.4828639	0.8636919	0.9659495	0.6956220	0.2620749	0.2182290	0.1733370	0.1685416	0.2863278	0.8616374	0.7558010	0.7214667	0.2555983	0.8493031	0.0796369	0.8203280	0.4940131	0.7902015	0.8044663	0.2816331	1.0785838	0.1191913	0.4346933	0.6956220	0.7922338	0.9561499	0.9035375	0.4346933	0.3816928
0.0148214	0.1687195	0.1800127	0.5654873	0.4640997	0.3000910	0.7101409	0.6902337	0.4336760	0.9619168	0.9589538	0.7358634	0.2514177	0.1749161	0.2395877	0.1201898	0.5417107	0.9891382	0.7771080	0.8185816	0.1629669	0.9603510	0.1580302	0.6592775	0.4048030	0.8326967	0.8791676	0.4530625	0.9685650	0.0449585	0.6305171	0.7358634	0.7015654	0.7180275	0.9711192	0.6305171	0.7177401
0.0667834	0.3317022	0.2130557	0.4424763	0.4160294	0.2695471	0.5904385	0.8796353	0.5353208	0.9572208	0.9045205	0.8397918	0.2427134	0.1551498	0.2081611	0.1205564	0.4187730	0.9788909	0.7547524	0.6419791	0.2468373	0.9541621	0.1424334	0.6200488	0.5203897	0.7673666	0.9417830	0.4758119	1.0033180	0.0344598	0.3424562	0.8397918	0.9659475	0.7023390	0.8774119	0.3424562	0.8798191
0.3569846	0.0743025	0.1819138	0.6531106	0.0778741	0.7128017	0.6349555	0.4757721	0.6125366	1.1900312	0.9582922	0.4084057	0.1705413	0.6165912	0.0035843	0.1927995	0.2671762	0.6391229	0.6977143	0.9976643	0.0644756	0.7005594	0.1686027	0.6930074	0.3741753	1.1508025	0.7832495	0.3885446	0.9337236	0.1083251	0.7134162	0.4084057	0.8326236	0.9315946	0.8528177	0.7134162	0.4940480
0.4264903	0.0963398	0.2802499	0.7917623	0.0966110	0.6720131	0.6017116	0.4628114	0.7620595	0.8547502	0.9562018	0.3536601	0.2619420	0.5666530	0.0312474	0.1510739	0.2926916	0.8008427	0.7995033	0.9358216	0.0382539	0.6447149	0.1440263	0.7001468	0.3918985	1.0747519	0.8799456	0.3761376	1.1304959	0.1368334	0.7240448	0.3536601	0.9857393	0.6018425	0.7486674	0.7240448	0.6065737
0.0084056	0.0553791	0.3352393	0.6142168	0.1407701	0.5284978	1.1050755	0.6829759	0.6058734	0.8750984	0.8739660	0.2536362	0.2333757	0.2627780	0.0416877	0.4437943	0.2083194	0.5525105	0.7395674	0.7878799	0.0740965	0.9093996	0.1590961	0.7769625	0.5439842	0.9677322	0.7498045	0.4773604	1.0893975	0.0676587	0.5615835	0.2536362	0.9154628	0.9514057	1.1640319	0.5615835	0.5640007
0.3812688	0.1204699	0.1467619	0.6284701	0.0845265	0.5809046	0.6627026	0.5875453	0.7817023	1.0296573	0.7979541	0.3362277	0.1377043	0.6062463	0.0231658	0.1357438	0.1895434	0.6411348	0.6886933	1.0254849	0.0748971	0.7357784	0.1196766	0.5826287	0.4082730	0.9610459	0.9250505	0.3788047	0.8908829	0.0968962	0.6259714	0.3362277	0.6490179	0.7024861	0.8432195	0.6259714	0.6100200
0.5030255	0.1619689	0.1569481	0.3789307	0.2196162	0.5153841	0.6301068	0.4897560	0.6678560	1.0811302	1.0775668	0.3027215	0.3287399	0.8291705	0.0013002	0.1230607	0.0448820	0.6838201	0.7544867	0.8301209	0.1106547	0.6751366	0.0223851	0.7279420	0.3451490	1.0463477	0.7378294	0.3589767	0.9216209	0.0990255	0.2174596	0.3027215	0.6649376	0.5405564	0.7655155	0.2174596	0.5748995
0.0178114	0.0674010	0.2749606	0.7201484	0.0956044	0.5233262	0.9245034	0.6660278	0.5693043	0.9590861	0.7226291	0.2482916	0.2214559	0.2898902	0.0534728	0.3782019	0.2058947	0.5683765	0.7461718	0.8311298	0.0954623	0.9969130	0.0994098	0.6018008	0.4474349	0.8967610	0.8352438	0.6346279	0.9230261	0.1256746	0.5780242	0.2482916	0.8206402	1.0460435	1.0824314	0.5780242	0.3985108
0.3631070	0.1681990	0.1221192	0.6428719	0.0853350	0.5397387	0.7090859	0.2438700	0.5381513	0.8278380	0.9781601	0.2421040	0.2938825	0.4542149	0.0066148	0.2042786	0.2244502	0.2689045	0.7507479	0.7984674	0.0416625	0.8882871	0.0625359	0.7389858	0.3455999	1.0333894	0.5014196	0.3167774	0.9870934	0.0689554	0.6579305	0.2421040	0.8961764	0.8202820	0.9850830	0.6579305	0.1005876
0.4707377	0.0653500	0.0029948	0.5439669	0.0622032	0.6001095	0.5020224	0.0121819	0.5775656	1.0691943	0.9429968	0.1835646	0.3071425	0.7931472	0.0017399	0.0791001	0.2066906	0.2286170	0.6241263	0.9003393	0.0022149	0.3270427	0.0078725	0.6912492	0.2715075	0.6006138	0.1828972	0.0394218	0.9303259	0.1110961	0.5161377	0.1835646	0.6468663	0.7664954	0.6509737	0.5161377	0.0743798
0.0805624	0.1224113	0.3355573	0.7264604	0.1923245	0.5734900	0.9486354	0.6594863	0.6560461	1.0770209	0.9564071	0.2567738	0.2102522	0.2539558	0.0569472	0.5248315	0.1415646	0.5396145	0.6406111	0.7310789	0.1402933	0.8705094	0.1227314	0.7645079	0.5522050	0.9961326	0.7839743	0.6509202	0.9296852	0.0992949	0.5523923	0.2567738	0.7647880	0.9301825	1.2631209	0.5523923	0.4234811
0.0548609	0.0844724	0.2923117	0.5112065	0.2094457	0.6819261	0.8882430	0.5783777	0.5870878	1.0862756	0.9747210	0.2659531	0.1798808	0.3504305	0.0723670	0.3140545	0.1611928	0.5245554	0.7281370	0.8207292	0.1025811	0.8189677	0.1488256	0.6591503	0.4592188	0.9553979	0.7009310	0.6131209	1.0120818	0.1434055	0.6848275	0.2659531	0.9445229	0.7542493	0.8832659	0.6848275	0.4371243
0.0220582	0.0634530	0.3425933	0.6259017	0.1156838	0.6438181	0.9013254	0.5860026	0.6390717	0.7516947	0.6279554	0.3270596	0.1968125	0.3957033	0.0445261	0.4739510	0.2097480	0.4062765	0.7439579	0.8468788	0.1090932	0.9492523	0.1738671	0.8342376	0.6282875	1.0208068	0.7245451	0.4385964	1.0115471	0.0846854	0.5338362	0.3270596	0.8263941	0.9598681	1.1028585	0.5338362	0.3671122
0.0980352	0.0840957	0.4279642	0.8559203	0.1162781	0.4578613	0.9597519	0.4238707	0.7936122	0.8425377	0.9062730	0.7528789	0.2077120	0.3322708	0.1313297	0.2931550	0.1846732	0.7286476	0.9554679	0.8428765	0.5507510	1.0572292	0.2037660	0.8958343	0.8538450	1.1110476	0.9443535	0.4175793	0.9445239	0.2511554	0.5624387	0.7528789	0.8039612	0.8820737	0.7419633	0.5624387	0.7288176
0.0792271	0.0360889	0.4661844	0.5737072	0.2086722	0.4048346	0.9661376	0.4262311	0.6855082	0.9076172	0.8877523	0.6968471	0.1532613	0.3668201	0.1655463	0.1738743	0.1445646	0.5933199	0.8617380	0.7994759	0.5059856	0.9854428	0.1351048	0.9077881	0.9181806	0.8583382	0.7748480	0.5189209	1.0959672	0.2720403	0.6497536	0.6968471	0.6684213	0.9989110	0.7299229	0.6497536	0.7340188
0.0838019	0.0169557	0.4120055	0.8368200	0.1095409	0.3854858	0.9276991	0.4737728	0.6068745	0.7927384	0.8261608	0.7052366	0.3342606	0.1578491	0.1523193	0.2950625	0.1340117	0.7612672	0.8073181	0.8650948	0.5864532	0.9390883	0.1020845	1.1073616	0.8762298	0.9851642	0.8354191	0.3739241	0.8079449	0.4373960	0.6287666	0.7052366	0.6863227	0.7841503	0.9876489	0.6287666	0.8926355
0.2404734	0.0007685	0.4838149	0.7513852	0.1674164	0.4974806	0.9321661	0.5207067	0.7306204	1.0037559	1.1605261	0.8476120	0.6833770	0.1263545	0.1740847	0.2467380	0.2368902	1.0383810	0.9875223	0.7095907	0.6234012	1.0668533	0.2947158	1.0922153	0.8440499	0.9525338	0.8488572	0.3867178	0.9340832	0.4001844	0.7468938	0.8476120	0.7104255	0.5529842	0.5386091	0.7468938	1.0532771
0.2462028	0.0051670	0.5001720	0.8445567	0.1797775	0.3142549	0.8352122	0.6003165	0.9732507	1.1506896	0.9964173	0.9386219	0.7513955	0.2668178	0.1858608	0.1413096	0.2200911	1.1193533	0.8060303	0.8770294	0.6294123	0.9010669	0.1972303	1.2122371	0.9425859	1.0578571	0.8381368	0.3477730	1.1434780	0.3364042	0.6795691	0.9386219	0.6398685	0.7698798	0.5717754	0.6795691	0.8976778
0.2168927	0.0044902	0.4629259	0.7729793	0.1210217	0.4957814	1.0418657	0.5650541	0.7794249	1.0642078	0.8895181	0.7501447	0.3920258	0.1932533	0.2924377	0.1267679	0.1855707	1.0060832	0.8220079	0.7534353	0.5978696	0.9803818	0.3016817	0.8317789	1.1053237	0.9775787	0.8977199	0.3214378	0.9578997	0.3814236	0.6415676	0.7501447	0.5859982	0.6142179	0.6369627	0.6415676	0.9304116
0.0632285	0.0358743	0.3689647	0.5047107	0.0826325	0.4362364	0.9426142	0.5863359	0.6495444	0.8619747	0.9435286	0.7659555	0.2695030	0.3040634	0.1620899	0.2522956	0.1054138	0.7973502	0.9260057	0.8269165	0.4979672	0.9487184	0.1264093	1.0990643	0.7246119	0.9280082	0.6737921	0.4080165	0.9438679	0.4646836	0.2281074	0.7659555	0.6455468	0.9045624	0.8185066	0.2281074	0.8212057
0.1024832	0.0242976	0.3526953	0.3984868	0.1167309	0.4179938	0.9578852	0.7111213	0.6864330	0.8299768	0.8184853	0.7374658	0.3415636	0.1541334	0.1293611	0.2320601	0.1825704	0.6474878	0.8315338	0.8715677	0.4410119	0.7554787	0.0813217	0.7242587	0.7432683	0.8623573	0.7413930	0.3508275	0.9208825	0.4465906	0.2870648	0.7374658	0.8226595	1.0826159	0.8704143	0.2870648	0.7943223
0.1368316	0.0226845	0.4242216	0.4290867	0.1301842	0.3747708	0.9736833	0.5173982	0.9362492	1.1374047	0.7529662	0.7267918	0.1885095	0.2624831	0.1522251	0.2745886	0.1632219	0.7521004	1.0082594	0.8015560	0.6573882	1.2396406	0.1354896	0.9175981	0.9713028	1.0075002	0.9705027	0.4595126	1.0134090	0.3563267	0.2273041	0.7267918	0.7512290	0.9052368	0.6901600	0.2273041	0.8141686
