G1241	G888	G1183	G365	G1250	G1432	G803	G28
0.4251347	0.3256303	0.9806867	0.6280594	0.9912029	0.5713932	0.3575767	0.9631892
0.4283650	0.4263601	0.8790803	0.5617523	1.2549935	0.8000561	0.4033653	1.0251971
0.3286910	0.4350289	1.0159105	0.6397044	0.8590814	0.7231931	0.4855635	1.0816311
0.4305491	0.3807489	1.1076753	0.5770026	0.7626601	0.6682607	0.5087490	1.1786368
0.3766282	0.4458408	0.9072702	0.5225882	0.8411843	0.7530352	0.5175140	1.0306796
0.3123294	0.4537580	1.1116922	0.6089945	0.8929269	0.7395267	0.5678136	0.9378904
0.4832841	0.4326638	0.8324693	0.6727437	0.9115441	0.7574414	0.5113708	1.1071504
0.4307645	0.5490828	1.1253348	0.8256838	0.1787007	0.4649579	0.1253026	1.1001835
0.4685315	0.5115058	0.9426986	0.7274405	0.1779035	0.4722008	0.1278983	0.9288752
0.3029209	0.6069794	0.8406535	0.6270527	0.1917690	0.5486891	0.1699619	0.9453989
0.5865298	0.4072947	1.1686904	0.6135714	0.3138481	0.5051579	0.1215921	1.0966595
0.4464186	0.6222393	0.9537935	0.6859125	0.2282498	0.5368943	0.0870434	0.9482340
0.3515372	0.7802356	0.9167058	0.7111563	0.1631798	0.5059348	0.0690423	0.9668887
0.1365755	0.3578294	1.1482893	0.8507729	0.9570671	0.4698912	0.0777925	1.1705347
0.0573631	0.5298338	1.0450159	0.7165866	1.0178269	0.4068247	0.1206623	1.0672069
0.1126869	0.4792970	0.9943841	0.6656300	1.0639637	0.3943341	0.0927630	1.0252143
0.0869788	0.3445558	1.0546846	0.7161503	0.8977269	0.3684052	0.1171727	1.0487000
0.1385497	0.5080468	1.1003536	0.6636728	1.0508205	0.4579592	0.1034527	0.8360110
0.0825289	0.3262732	1.1595618	0.6205585	1.0676193	0.5499704	0.1216346	0.8907209
0.0630528	0.5600646	0.8863836	0.8375555	0.9974947	0.3519574	0.0955770	1.0417186
0.0780766	0.4994760	0.9686670	0.5185056	1.0213593	0.4702889	0.0765975	0.9644328
0.0960624	0.3544700	0.9725378	0.6962895	0.9762360	0.7077320	0.0954400	1.0812763
0.0315869	0.5637427	1.1044474	0.7206476	0.2734550	0.4662357	0.1178908	1.0067412
0.0456973	0.4142796	1.0607703	0.6823339	0.3155107	0.4177475	0.1013319	1.1142666
0.0735817	0.4836460	1.1007519	0.6882809	0.2714312	0.4796509	0.0830559	1.0941741
0.0639332	0.4109098	0.9212760	0.6370912	0.2277392	0.4000002	0.0940982	1.0255778
0.0394997	0.4497747	0.8984111	0.6525304	0.1477608	0.4959923	0.1151736	0.8708327
0.1189421	0.5165835	1.0106099	0.7193885	0.1539354	0.6196278	0.1313912	0.9137075
0.1115289	0.3585066	1.0081851	0.8036390	0.9760463	0.5364527	0.1099819	0.9639128
0.1106270	0.3281974	1.2096286	0.7446149	0.9491201	0.4861933	0.1828337	0.8950711
0.0586593	0.5639073	0.9004703	0.6898086	0.9260379	0.4559036	0.0850361	0.8729774
0.0913541	0.4277217	1.1206507	0.7704492	1.0377297	0.4484255	0.1715816	0.8677506
0.0828438	0.4357334	1.1769233	0.7375622	0.9598939	0.3835766	0.1211932	1.1400668
0.0509316	0.4986985	0.9513235	0.7430940	1.0112229	0.4786770	0.0918766	1.0748153
0.2051311	0.4367788	1.0035055	0.7463370	1.0062256	0.3983999	0.0629114	1.0337552
0.2304611	0.4882353	0.9808497	0.8283779	0.8460191	0.4736364	0.0692804	1.0277811
0.2094049	0.3316018	0.9470267	0.7017993	0.8993811	0.4330541	0.0646161	0.9994915
0.2077514	0.4576920	1.0971312	0.7783646	0.9725206	0.4423594	0.0673235	0.8769431
0.0842451	0.0590024	0.9685570	0.7665557	1.1687719	0.6239074	0.3105497	1.0452950
0.0950684	0.0113361	0.9203563	0.7440945	1.0063555	0.6064336	0.3438306	0.9887576
0.0204269	0.2208475	1.2740189	0.4251774	0.9003084	0.9641702	0.4793971	0.2831232
0.0619306	0.2720872	1.0441888	0.4717322	1.1039857	0.9449060	0.4015698	0.3442463
0.0323762	0.2491871	1.1377897	0.4734760	0.9840590	1.0170478	0.4944159	0.2637907
0.0905717	0.3907092	1.1963910	0.4194415	0.9592074	0.7170782	0.3155765	0.2456699
0.0352238	0.2873195	1.1736610	0.4374795	0.9601458	0.8947987	0.6128248	0.2629204
0.0164042	0.2752364	0.8989602	0.4859748	1.0059014	0.8741867	0.3507757	0.1917860
0.1735979	0.6189727	0.9462766	0.3051233	1.1033244	0.6713207	0.2441635	0.5454100
0.1221312	0.6980755	0.9611717	0.4002323	1.1184333	0.6329785	0.2812868	0.6742782
0.0369718	0.0912766	1.0686754	0.6126180	1.0327612	0.5279081	0.0622171	0.7853483
0.0421014	0.1213863	1.2046701	0.5834945	1.0540216	0.7029339	0.0674984	0.6083853
0.0258596	0.1119600	0.9495420	0.5729020	1.0223789	0.5586573	0.0907169	0.7371501
0.0197704	0.0543027	0.8978471	0.6809871	0.8802751	0.7557392	0.1134706	0.7587023
0.2709139	0.0468108	0.9270370	0.6516159	1.0198306	0.0535594	0.4011855	0.9472234
0.2509207	0.0752941	1.0227291	0.9266132	1.0305376	0.1579814	0.3817441	0.9357970
0.3316176	0.0596946	1.0889513	0.7456303	0.9057264	0.1896651	0.5417028	1.0560790
0.2346944	0.0320167	0.9280815	0.8176670	0.9405809	0.1264085	0.3991603	0.7923279
0.3790860	0.0443408	1.1286008	0.8447077	1.0046986	0.1086291	0.4453683	0.7800222
0.2183300	0.0425922	1.0396636	0.7542858	0.8079030	0.1677251	0.5231949	0.8566629
0.5983544	0.4322146	0.9789675	0.8529248	0.6221755	0.3831021	0.2660563	0.8471782
0.6404684	0.3373029	1.1883530	0.8651185	0.8707840	0.2606360	0.1920542	0.6424620
0.6300578	0.4878589	1.0087126	1.1154914	0.7576463	0.2374677	0.2009522	0.6461769
0.6440614	0.4770799	0.9058030	1.0319690	0.7675566	0.3294505	0.2804899	0.9401558
0.5172378	0.4127851	0.9519248	0.9327512	0.7599785	0.3487805	0.2403576	0.7084243
0.5105930	0.3625714	1.0501050	0.9504594	0.7727375	0.3615810	0.2938140	0.5825499
0.1995313	0.1726631	0.9221857	0.7826175	0.8976399	0.6445720	0.6791600	1.0225440
0.0916928	0.2688299	0.9546313	0.7633966	1.1751686	0.6400546	0.5805787	0.9444789
0.1446365	0.2280886	0.9974112	0.7417375	1.1263654	0.6539027	0.5175079	0.9682265
0.1620703	0.1968779	1.2195661	0.7422576	0.8728521	0.6863748	0.6451088	1.0412277
0.0992396	0.2122328	0.9597901	0.7036941	0.9921099	0.6746398	0.6206910	0.9070806
0.1314418	0.1031005	0.8725154	0.8640349	1.0475468	0.8022742	0.5936945	0.9692535
0.1256711	0.2702325	0.9094054	0.7927537	1.3603701	0.7131637	0.6142795	1.0528223
0.0129305	0.2174297	0.9619590	0.4337324	0.3809385	0.3932213	0.3986442	0.8905423
0.0121065	0.3732007	0.8665009	0.5386097	0.4422368	0.3366274	0.2586881	0.9962330
0.0187827	0.4065950	1.0547310	0.4785229	0.3629945	0.3073014	0.2606500	1.0802212
0.0025698	0.2279509	0.8922747	0.3577876	0.3932577	0.4925424	0.3019665	0.8782648
0.0110232	0.3091486	1.0464282	0.4285538	0.4639941	0.4213306	0.3238163	0.7308471
0.0042105	0.1843479	0.9752869	0.4956080	0.5374965	0.4626985	0.2862979	1.0271158
0.0328187	0.4151659	0.9198335	0.5216457	0.6689258	0.5360031	0.1982494	1.0838984
0.0551843	0.3893205	1.0778083	0.6872255	0.6161989	0.5121760	0.2352626	0.8250043
0.0236647	0.4677452	1.1376214	0.3991212	0.6181633	0.5547401	0.1691769	0.9382115
0.0229484	0.2793238	0.9752327	0.4359082	0.7042766	0.4726325	0.1672210	0.8804474
0.0413501	0.5393845	1.0229844	0.4267444	0.5863280	0.4865634	0.2362847	0.9707684
0.0207229	0.4529467	0.9614279	0.4014295	0.5726130	0.5661812	0.1831667	0.8880519
0.0707361	0.2922204	0.9818630	0.3045822	0.6641830	0.4850589	0.2134908	0.9744629
0.0841847	0.3036534	0.8867408	0.3957870	0.6243816	0.6622730	0.1664861	0.9170808
0.1151053	0.3541261	0.9463048	0.3773288	0.5158681	0.5081130	0.2334743	0.9437270
0.0577126	0.3610609	0.9097424	0.3728467	0.6043865	0.5408369	0.1312790	0.7703696
0.0822941	0.3404315	1.0170255	0.3553602	0.6424748	0.5628241	0.2177499	0.7908722
0.0472052	0.3020471	0.8965841	0.6330124	1.0655993	0.4394717	0.2169684	0.9607782
0.0763752	0.2788098	0.9106384	0.6837825	0.8103482	0.5025920	0.1751885	0.9244549
0.0227461	0.2974805	1.1102090	0.6469418	0.8853537	0.4618969	0.2083553	1.1760392
0.0289392	0.3981706	0.8799378	0.4318798	0.5893787	0.4266935	0.2099452	0.8120833
0.0435154	0.2781410	0.8245246	0.4323996	0.7431250	0.4778670	0.1916078	0.9630737
0.0562909	0.2737944	1.0792166	0.3331155	0.6588327	0.5249853	0.2142248	0.8689081
0.2088626	0.3742359	0.8542231	0.7353900	0.9390966	0.3164455	0.2631321	1.0132652
0.2566284	0.4594498	0.9912364	0.6657239	1.0944885	0.4288140	0.4094712	1.0013375
0.1482550	0.4436041	0.8682495	0.6870482	0.8011076	0.3724792	0.4692192	1.1176271
0.2562617	0.2792911	0.9108227	0.6877391	0.9692477	0.3623203	0.2630260	0.9736413
0.3037966	0.3431164	0.8066854	0.7043506	0.9455744	0.4083663	0.3554854	0.8737590
0.2580627	0.4106116	0.8788376	0.8318926	1.2246021	0.4043304	0.4244823	0.9979828
0.2388435	0.4366033	1.0229260	0.7239932	0.9027964	0.3562261	0.4090622	1.2068415
0.1682387	0.3863874	0.9922518	0.6499773	0.9971593	0.3511656	0.4078019	0.9682677
0.1950411	0.4964931	0.9100851	0.6501221	0.9912176	0.3579923	0.4369740	1.1625698
0.1982170	0.3565091	1.0195701	0.8175213	1.1167610	0.3473138	0.3970486	0.8297071
0.1509605	0.3145232	1.0709592	0.6638865	0.8578987	0.4056333	0.4422748	1.0298271
0.1860025	0.5727705	1.0053614	0.6737699	0.9318982	0.4435322	0.2744299	0.9887268
0.2190958	0.3953784	0.9156324	0.6793462	0.7949960	0.1325709	0.3574767	1.0950364
0.1215646	0.3918227	1.0695936	0.8168105	0.8506153	0.1704438	0.3246636	1.1151693
0.2454392	0.3977913	0.9466222	0.7718884	0.9773362	0.3001511	0.3482700	1.0775127
0.2127702	0.3760202	0.8288523	0.7336329	1.0584265	0.0683003	0.3957036	1.0635695
0.1346017	0.3826029	0.8887993	0.7359327	1.0225039	0.0538596	0.3606765	1.2220858
0.2832022	0.3271640	0.8655755	0.6091819	0.8517875	0.1154958	0.2510441	0.8912811
0.2770232	0.2561507	1.0160655	0.9316676	1.1590151	0.0058960	0.4048980	1.0212183
0.1549371	0.4597780	1.0286894	0.8225448	0.9999141	0.0325024	0.3889262	1.0295087
0.1633501	0.4310624	0.9736319	0.5894667	1.0876964	0.0334499	0.3743672	1.0699931
0.2304134	0.3626125	0.9627433	0.7779692	1.0423586	0.0078778	0.3466870	1.0380471
0.2392417	0.4519461	0.9644617	0.8034537	0.9247521	0.0106165	0.3411148	0.9865198
0.1645043	0.3330520	1.1524128	0.7873677	0.9635551	0.0172634	0.3768270	1.2599916
0.3191516	0.1837549	1.1165374	0.6123668	1.1244979	0.6687241	0.2445341	1.0779814
0.2965775	0.2425759	1.0376197	0.7706268	0.9734637	0.8402196	0.1421625	0.9543271
0.2619006	0.2039140	1.0226166	0.6584352	0.9399810	0.7195115	0.1938351	1.1234303
0.2697592	0.2505258	0.8345233	0.6176111	0.8955894	0.7354027	0.2489901	1.1036324
0.2957140	0.0965737	1.0278206	0.6543048	0.9413096	0.9853510	0.2421850	1.0419121
0.3359045	0.1873589	0.8903453	0.8951664	0.8908458	0.6433776	0.2545274	1.0205450
0.0351218	0.4156727	0.9072212	0.5233704	0.1694481	0.1260716	0.3229177	0.9449817
0.0138233	0.4294735	0.9423031	0.5642037	0.0899128	0.1455129	0.4774301	1.2721023
0.0277977	0.4351348	0.7214192	0.5306256	0.1822510	0.1068258	0.2718135	1.0772296
0.0232351	0.6081398	1.0908678	0.3723204	0.6635738	0.4282489	0.5247512	0.1509080
0.0135422	0.6494461	0.8091460	0.2362666	0.7949007	0.5608187	0.5748907	0.2123678
0.0349908	0.6179321	0.8519866	0.4759663	0.7322714	0.4087704	0.6546766	0.1406557
0.0305211	0.5319277	1.0918771	0.4274965	0.1300311	0.0908837	0.3539150	0.9242691
0.0332205	0.5411260	0.8560328	0.4183805	0.1393650	0.1488495	0.3790637	0.9941957
0.0277826	0.4493180	0.9234802	0.4580921	0.1300556	0.1269221	0.3588416	1.1150149
0.0093815	0.5671597	1.0280446	0.3660757	0.8741962	0.4434764	0.6552382	0.1612372
0.0203193	0.5854118	0.8646256	0.3138653	0.6405831	0.4020632	0.5398082	0.1047087
0.0181289	0.6098042	0.9581716	0.2262510	0.7405066	0.4357864	0.7646401	0.0984571
0.0099334	0.6344425	1.0802574	0.4218589	0.9721958	0.4457392	0.2824818	0.6780430
0.0329987	0.8511140	1.1466232	0.4622227	0.9572569	0.4619763	0.2389055	0.6347053
0.0335909	0.7590195	1.0536596	0.4782345	1.0938669	0.3865827	0.2530337	0.6611480
0.0240484	0.6815205	0.9877015	0.5841859	0.8492026	0.3797595	0.1940775	0.6742713
0.0286971	0.6472743	0.8050607	0.7134484	0.9028262	0.4411223	0.2633036	0.5968462
0.0141802	0.8109168	0.9286800	0.4613483	0.9543784	0.4081259	0.2672924	0.6854744
0.0279110	0.7712153	0.9308014	0.6194930	0.9114789	0.3875558	0.2341193	0.5939637
0.0429049	0.8770545	0.9604733	0.5625492	0.9305346	0.4734468	0.2890760	0.6771106
0.0632442	0.7435673	1.0016145	0.5246735	1.2127298	0.4245588	0.1839899	0.6788397
0.0139703	0.7758089	1.0292471	0.4638856	0.9115885	0.5031228	0.1897094	0.7457011
0.0214453	0.6578644	0.8680241	0.5132198	1.1591650	0.5060949	0.2532487	0.6784717
0.0328933	0.5813629	0.8195075	0.5097865	1.0470559	0.5839699	0.1221219	0.7136964
0.0440122	0.7076427	0.8351751	0.4611159	1.0351509	0.6204468	0.2904334	0.5175620
0.0300500	0.7106426	1.0370658	0.5388492	1.1145629	0.3525858	0.2288447	0.7142241
0.0519064	0.7033712	1.0083721	0.4324191	0.8430761	0.5294710	0.1991828	0.6315528
0.0519399	0.8205628	1.0274276	0.7658649	0.9791947	0.3743935	0.1998757	0.8218647
0.0450633	0.3304067	0.9887297	0.6203994	1.0561251	0.0402331	0.1034332	0.8967468
0.0252813	0.0804366	0.9452378	0.5736490	0.9194743	0.0604643	0.0567225	0.7468333
0.0414161	0.0795424	0.9689434	0.6283305	0.4620086	0.0644500	0.0910467	0.7797996
0.0502975	0.4267421	1.0477067	0.6052368	1.0589610	0.0682323	0.1058133	0.7869516
0.0283818	0.2042883	1.1957782	0.6061014	0.9620973	0.0898789	0.1285355	0.8229286
0.2482664	0.7660249	1.0173851	0.5858358	0.9079407	0.4628699	0.0007748	1.2188411
0.3415926	0.5279968	1.1639175	0.6464206	0.8516401	0.5478328	0.0098749	0.9959921
0.2622669	0.4812782	0.9072582	0.5245005	0.8794544	0.3844755	0.0055478	1.1298978
0.1984363	0.0764153	0.9281758	0.5611269	0.8940629	0.4558557	0.1540366	0.9423080
0.2663218	0.1103141	0.9633637	0.5603528	0.9022162	0.4010656	0.2024214	0.9528478
0.3112224	0.0711169	0.9250373	0.5249963	1.0757127	0.4788657	0.2719336	0.9848122
0.3446485	0.5078321	0.9306867	0.4840066	0.8763242	0.4888981	0.0002341	1.1931361
0.2842393	0.3812942	0.8919361	0.5543491	0.7346623	0.2974094	0.0040729	1.0909422
0.3268276	0.4565955	0.8326673	0.5626971	0.7347240	0.5761607	0.0077071	0.9228217
0.3973390	0.1349069	1.0460032	0.5585014	0.8654630	0.3863438	0.1789917	1.1490747
0.3114381	0.1179285	0.8725356	0.6159095	1.0264062	0.4195005	0.1567556	0.8402208
0.2239283	0.1016648	1.2142784	0.5189915	1.0597340	0.4518437	0.2789032	0.8439984
0.3606729	0.1952254	1.0513928	0.3569494	0.4641872	0.3471808	0.5551740	0.6536713
0.3469699	0.0890696	0.8912487	0.3929838	0.2205978	0.4131409	0.6603584	0.7600630
0.3294420	0.0571449	0.9326322	0.2656916	0.4161340	0.2864534	0.5000743	0.6865297
0.0688889	0.2898469	1.1234085	0.7444387	0.9501654	0.3867908	0.2277475	0.8785930
0.1406284	0.6031353	1.0693168	0.9089982	0.9127614	0.6427950	0.2491296	0.9839421
0.3207283	0.5961356	0.7789438	0.7336701	0.8364268	0.5517743	0.2267667	1.0043928
0.2557730	0.4473162	1.0029392	0.7507643	0.8894925	0.7736344	0.2817491	0.9376168
0.2507622	0.2913873	0.9815776	0.7717111	0.8521841	0.7835611	0.4135218	0.9717402
0.0598966	0.3616742	1.0760019	0.6004316	0.8018067	0.4395006	0.1843985	1.0465332
0.2780392	0.4437570	1.0714281	0.7117476	0.9875777	0.7446199	0.2237105	1.1060003
0.1923273	0.2835946	1.0778922	0.7471935	0.9618774	0.6556241	0.3069647	1.0866696
0.1422874	0.2630994	0.9203380	0.7005845	0.9380982	0.4906276	0.3631892	1.0322446
0.2350613	0.2104006	0.8871647	0.6169018	1.0816105	0.6696388	0.3112069	1.0583376
0.1042598	0.2315358	1.0400197	0.7725426	0.8380951	0.4024391	0.2759437	0.9435439
0.1453948	0.4027650	1.1089855	0.6775058	0.9234370	0.5772379	0.2966304	0.9213348
0.2681250	0.6127222	0.9247223	0.9839381	0.8962487	0.6238930	0.2827273	1.0490540
0.2690592	0.4077009	1.0427386	0.7099121	1.1022956	0.7939445	0.3548333	1.0072853
0.2530562	0.4167515	0.9285862	0.9113853	0.8883233	0.6765278	0.2730166	1.1966073
0.0255764	0.3084673	1.1171941	0.6535269	0.8996358	0.4445616	0.2200544	1.0550387
0.1640134	0.3289106	0.9196843	0.8638279	0.7854929	0.6277651	0.2082652	1.0295608
0.1818540	0.3963680	0.9073594	0.8384397	0.8774697	0.4936330	0.1755756	1.0527194
0.2585301	0.3022750	0.9510992	0.7088807	0.8576248	0.5912200	0.1654129	1.1068122
0.3063577	0.3973906	0.9974867	0.7849366	0.7574966	0.6327643	0.1283821	1.0059890
0.0886622	0.2318281	0.9972143	0.6525314	0.8442304	0.3302373	0.2000243	1.0469957
0.2898937	0.4330909	1.0435059	0.6339016	0.9066730	0.6056809	0.2113630	1.0664583
0.2253682	0.2508965	1.0604179	0.7386420	1.0186219	0.6939249	0.2679290	0.8398873
0.2353604	0.3256432	1.0538938	0.7243377	0.8244942	0.7739584	0.2737472	0.8954890
0.2773369	0.1643980	0.9738065	0.7633745	0.9852751	0.5914074	0.2986221	0.9843263
0.0409582	0.2946453	0.9309513	0.7133574	0.9074909	0.4316950	0.2459287	1.0601703
0.2260281	0.5150787	0.8751758	0.7608588	0.8021529	0.5384121	0.2066729	1.0528236
0.1713088	0.3813302	1.1709153	0.6951822	0.9596319	0.7467723	0.1730543	1.2347039
0.2639371	0.3918477	0.8997457	0.7677282	0.9722539	0.5744974	0.1156338	0.8984418
0.2035141	0.3501639	1.0481836	0.6455815	1.0051960	0.6498706	0.1553545	1.0611686
0.0649136	0.2855413	1.0278707	0.8191414	1.0250080	0.4003448	0.2198947	0.9327026
0.0215183	0.6071123	1.0080815	0.7155540	0.8558888	0.4970483	0.4473345	0.9799148
0.0628023	0.5327781	0.9309798	0.7045353	0.7700182	0.6500040	0.4457224	0.9729584
0.0648323	0.4026777	1.0619781	0.8445694	0.8325766	0.6311669	0.6224751	0.9091512
0.0321010	0.2691944	1.0515232	0.7257970	0.8882044	0.4678678	0.2124447	1.0432344
0.0497825	0.3321450	0.9006383	0.7964033	0.8774930	0.4711171	0.2307839	0.9747936
0.1256618	0.4335858	0.9566744	0.7779572	0.7681807	0.5250411	0.4938946	1.0564356
0.0547881	0.4339982	1.1700352	0.7313283	0.9128006	0.5422962	0.4686092	0.9097873
0.0201997	0.3750434	0.8844785	0.7448692	0.7731858	0.6663104	0.4984694	0.9793172
0.0461679	0.3204800	1.3282813	0.6710405	0.7842284	0.6059704	0.5267040	1.2110566
0.0901985	0.4986027	1.0509533	0.6376260	0.6265197	0.5702860	0.5128845	0.9665170
0.0397521	0.3599870	1.0105591	0.7593713	0.9122323	0.5777524	0.5686172	0.9364209
0.0693895	0.2320246	1.0293500	0.7100054	0.9368126	0.5527622	0.1904972	0.9769807
0.0292709	0.1626395	1.0428323	0.7223988	0.8817440	0.5234342	0.1350718	0.8277707
0.2391957	0.4888601	0.8561036	0.9415206	0.7293672	0.7601244	0.0946026	0.6084563
0.0624840	0.1177201	0.9319680	0.6898647	0.8585345	0.4896406	0.2374115	0.9133284
0.0694919	0.0018009	1.0498428	0.8125632	0.9011522	0.6452869	0.2246386	0.8011158
0.0405709	0.3396910	1.0414810	0.8097067	1.0037788	0.4667127	0.2497144	1.0419643
0.0858152	0.1247085	1.0036923	0.7334086	0.9150512	0.5528601	0.1747849	0.9289324
0.0503958	0.0047904	1.0145245	0.7313848	0.7059494	0.7666142	0.2043555	0.8521407
0.0404404	0.1511504	0.9615600	0.7680148	0.9172902	0.5964489	0.1651516	0.9494556
0.2645883	0.5750715	0.9595377	0.9682441	0.9105249	0.5938393	0.1386242	0.7690508
