G626	G1249	G406	G807	G1036	G294	G755	G915	G1517	G1304	G1253	G554	G161	G192
0.4198557	0.2968310	0.6419607	0.8119351	0.2251464	0.6386576	0.0098277	0.6732675	0.6045106	0.4661908	0.2619492	0.1407888	1.0622950	0.7775205
0.5067595	0.2479653	0.6022726	0.9563375	0.7781034	0.7043554	0.0717095	0.5026886	0.8688959	0.3984819	0.3002598	0.0760874	1.0538985	0.8552418
0.5080049	0.0850678	0.6418291	0.8997834	0.9871000	0.8183342	0.0083652	0.5440292	0.8129739	0.4185151	0.3095813	0.2707172	1.0834477	0.9347388
0.5464859	0.1281159	0.6498979	0.7841736	0.5930242	0.9017783	0.1567762	0.3912045	0.9605310	0.3915658	0.2390687	0.0294988	0.9896576	0.7267292
0.5151325	0.0452466	0.5424242	0.9341493	0.8853013	0.7774501	0.0059720	0.6697157	0.6982872	0.4703723	0.2710878	0.1448232	0.8822144	0.7531023
0.6290239	0.4340995	0.3581223	0.8027358	0.4630058	0.4611547	0.5121043	0.3033673	0.8959718	0.6225263	0.2838046	0.0831975	0.9657560	0.7628055
0.6503578	0.2179255	0.7030383	0.7576194	0.6856017	0.7646411	0.1114255	0.5743259	0.7413166	0.3666134	0.3087365	0.0298862	0.8836451	0.9786395
0.5614594	0.0370478	0.5757232	0.8564326	0.6726287	1.1732351	0.0208640	0.6607540	0.7462092	0.4911409	0.3147146	0.1364508	0.9329540	0.7987077
0.5818323	0.3470181	0.4547981	0.8322230	0.4975119	0.7123854	0.4471675	0.2848056	0.8663728	0.4013672	0.3535142	0.0952003	0.8375434	0.6807878
0.5414101	0.3789975	0.3212801	0.8921489	0.4441596	0.6844035	0.3262128	0.2062723	1.0628292	0.3707794	0.3735106	0.1744439	0.8795636	0.7197189
0.5241868	0.5011023	0.3092554	0.7720857	0.4719925	0.5967381	0.4470020	0.1317260	0.9233109	0.3290038	0.2754228	0.1073729	1.0060030	0.7343096
0.5088807	0.3461919	0.3171434	0.8862661	0.2435346	0.4113445	0.3193351	0.0706779	1.0520047	0.2147159	0.2379514	0.1005013	0.9086305	0.8202541
0.5864204	0.4721500	0.3834107	0.8319590	0.5663684	0.6415071	0.3039156	0.1739130	0.8976069	0.3448487	0.3032905	0.1515137	0.9894417	0.8125393
0.4948694	0.4541361	0.4080071	0.7503307	0.3551796	0.5341248	0.1504630	0.0879159	0.8501875	0.3726176	0.2501367	0.1123073	1.1484952	0.8637529
0.3277743	0.3620806	0.3405897	0.8249701	0.2425967	0.5058739	0.0720591	0.0752408	1.0568683	0.2163224	0.2090005	0.0555365	1.1753225	0.8423179
0.5264332	0.3904111	0.4703611	1.0376760	0.5588920	0.6407617	0.4649501	0.3567933	0.9097398	0.7150341	0.2913971	0.0667908	0.8566942	0.7907862
0.5881721	0.4463024	0.3888458	0.9014058	0.5485076	0.6048020	0.4780481	0.3783304	0.8725398	0.5061412	0.3041368	0.0468839	0.9713692	0.8863173
0.6146913	0.5539370	0.4220643	0.8296635	0.5321296	0.5279044	0.4691488	0.3276860	0.7530352	0.6551756	0.3321742	0.0942853	1.0261984	0.9801381
0.5874548	0.4615181	0.3803903	0.9117811	0.5430325	0.6307356	0.5623111	0.2884888	0.7676942	0.6132732	0.4472128	0.1279042	0.9719307	0.6306967
0.5628899	0.3145859	0.5239687	0.8483192	0.5141791	0.5033661	0.4163595	0.3363483	0.8642021	0.5911804	0.2741168	0.1000328	0.8340823	0.7724568
0.6084331	0.6865441	0.6030448	0.9571511	0.5231488	0.6431229	0.4735858	0.3968534	0.8778145	0.3697078	0.2997289	0.0939581	0.8061480	0.7738520
0.5990680	0.6233674	0.5527187	0.9086292	0.5671384	0.5060355	0.5056311	0.4053213	0.8990913	0.3854298	0.2708133	0.0984087	0.7964158	0.8647419
0.5983079	0.7565872	0.4362846	0.9610138	0.5330861	0.5709038	0.4522365	0.3076718	0.8272175	0.3540534	0.2824402	0.1318848	0.9273740	0.8021698
0.6350482	0.6865847	0.5340748	0.8537668	0.4929878	0.4732238	0.4406174	0.3575851	0.8890713	0.5384832	0.2876117	0.1524558	0.8737975	0.9201759
0.5684484	0.6250045	0.4661475	0.7563943	0.5520498	0.5977616	0.2655076	0.3667651	0.7479714	0.3437797	0.2505090	0.2237988	1.0064604	0.7468766
0.6394448	0.6983427	0.6040896	0.9491210	0.6948505	0.6672253	0.1533393	0.6055331	0.8088357	0.4134516	0.2139919	0.3649022	0.5830988	0.6303506
0.6103195	0.7633968	0.6096320	0.6753480	0.7422523	0.6847645	0.1089545	0.5657603	0.7512335	0.3179048	0.2016533	0.1485652	0.8145308	0.5712606
0.7578772	0.7481992	0.5602479	0.8934031	0.4461088	0.6874303	0.1543220	0.5796307	0.8298461	0.2845554	0.1934857	0.2260921	0.8740021	0.6599395
0.7416566	0.6363760	0.7271735	0.8522331	0.6456869	0.5111928	0.1522074	0.5916452	0.7695309	0.3739127	0.2755562	0.2525066	0.7831399	0.5985779
0.6149623	0.8122508	0.5739939	0.7558369	0.6148088	0.6715130	0.0363843	0.5971492	0.7053895	0.2308330	0.1927594	0.2448428	0.6412413	0.6383710
0.9033148	0.5878059	0.6526709	0.7947331	0.9456100	0.6857375	0.2384144	0.7219597	0.7284444	0.3664852	0.2745466	0.2549253	0.6721847	0.5728102
0.6088745	0.8655760	0.9224859	0.8636028	0.8651562	0.6557263	0.0823409	0.5672819	0.8049985	0.3390768	0.2441346	0.2062294	0.7722050	0.5027041
0.6955264	0.6658175	0.5603424	0.7411506	0.8154752	0.8097044	0.0723465	0.5256543	0.9225211	0.3692775	0.2449666	0.2780822	0.8050132	0.5866516
0.9676790	0.8985632	0.5758897	0.7905356	1.2307801	0.6135315	0.0771987	0.8142808	0.7725033	0.3506485	0.3888231	0.2667707	0.7426447	0.4291059
0.6873717	0.8830730	0.6950960	0.6175505	0.8557074	0.8201984	0.4239023	0.7309196	0.6078748	0.2512407	0.3458940	0.2091798	0.9132905	0.6154322
0.5718859	0.5573598	0.4021984	0.7761476	0.4711073	0.5581834	0.5049207	0.3940240	0.8111984	0.5423930	0.2922375	0.0784917	0.9176934	0.9150334
0.9345146	0.7869282	0.7545771	0.7297253	0.7644173	0.3342081	0.6160983	0.5408083	0.6556621	0.6330888	0.4675450	0.3629627	0.6155481	0.3929101
0.6417711	0.8636325	0.7949713	0.9795969	0.6041605	0.4832904	0.1249430	0.6218790	0.7942582	0.5722009	0.3648485	0.2896365	0.6220916	0.6272316
1.1575165	0.7622989	0.8740825	0.7601944	1.2970788	0.2536736	0.3919485	0.6202710	0.2448131	0.9068627	0.7387291	0.4851125	0.2767442	0.0762824
0.5994632	0.7016640	0.8423230	0.8772744	1.0453152	0.5733111	0.6584504	0.7017160	0.7142170	0.9401453	0.4362831	0.3300567	1.0041098	0.7035814
0.8016565	0.7528534	0.8797791	0.7420346	0.8289359	0.3627602	0.7528624	0.5715020	0.5706504	0.5656947	0.5623705	0.3110561	0.7321769	0.2760065
0.8282375	0.7356479	0.8133812	0.8060887	0.8027420	0.3357067	0.4960361	0.5132797	0.7678356	0.5590539	0.4912474	0.2551124	0.6513023	0.4581162
0.9538722	0.7944589	0.7601636	0.9110040	0.8709181	0.3993289	0.6317508	0.8626707	0.6463421	0.5554308	0.4957703	0.2899019	0.7518800	0.5325281
0.6079948	0.4971066	0.4589481	0.8275603	0.5466327	0.5466764	0.5384048	0.4013293	0.7745628	0.5418575	0.2797355	0.0659816	0.9385062	0.7931473
0.7221304	0.1973473	0.4211843	1.0115050	0.4332588	0.5656348	0.1248595	0.2027213	0.9071675	0.5114853	0.4168216	0.0504150	0.8934973	0.7339887
0.6819513	0.0873068	0.4159569	0.7906223	0.5402016	0.4813287	0.0148050	0.1707046	0.8384635	0.4823045	0.2588299	0.0249473	0.8386201	0.6920609
0.7556753	0.2503957	0.4112394	0.8596787	0.8003656	0.7264157	0.0802969	0.2534190	0.9109940	0.5036211	0.3462697	0.0536842	0.5289305	0.6057387
0.7673708	0.3025479	0.3554127	1.0406792	0.9738983	0.6620732	0.0158704	0.3035135	1.0173799	0.9658648	0.3992295	0.0298994	0.4128414	0.2827212
0.6665152	0.3838047	0.3613647	0.9334638	0.5701218	0.6549697	0.0367090	0.2687913	1.0957635	0.5694060	0.4271634	0.0338938	1.0317884	0.7768289
0.6789936	0.2233977	0.3981314	0.9276883	0.5742163	0.9348866	0.0011571	0.2427859	1.2142578	0.9181902	0.4064395	0.0098983	0.8250054	0.6408704
0.5323783	0.4657882	0.4305466	0.9153202	0.4803091	0.5142873	0.3829532	0.2418422	0.7919937	0.4625762	0.2721405	0.0594313	0.9059712	0.6736856
0.6416770	0.5244925	0.6633246	0.8397491	0.4519424	0.5056954	0.6350800	0.4461318	0.7269189	0.4867328	0.3479579	0.1690936	0.7227171	0.6899038
0.8242602	0.4536656	0.7046573	0.7905224	0.4975704	0.5778519	0.6183014	0.6240958	0.6289847	0.4373897	0.4121951	0.1864417	0.8374835	0.8227464
0.8240232	0.4416364	0.7019967	0.8371437	0.6658285	0.6050991	0.9173933	0.7432056	0.5871137	0.6366817	0.3317457	0.1990416	0.7247109	0.5026274
0.6439554	0.4644113	0.3939143	0.9458266	0.5053542	0.5463892	0.4099010	0.3437377	0.7013267	0.4900961	0.2585572	0.1183269	1.0242663	0.7720961
0.5907119	0.3058030	0.5805335	0.7076725	0.7246891	0.5497877	0.6755338	0.4656617	0.7961863	0.5548067	0.3019359	0.2669444	1.0008864	0.6699972
0.8070236	0.4210186	0.7264217	0.9354732	0.7790004	0.4538332	0.6323423	0.5196351	0.6956499	0.7848851	0.3654499	0.1673658	0.9982770	0.7070191
0.7325710	0.5103043	0.6401974	1.0069300	0.7592034	0.5610814	0.8039457	0.5576770	0.9066958	0.8768361	0.3059228	0.1663645	0.9599181	0.8370201
0.5621691	0.3917235	0.4047382	1.0370683	0.5395351	0.5042233	0.3334316	0.3207608	0.8112889	0.4853575	0.3095345	0.0571430	1.0340031	0.8386296
0.7350710	0.4815784	0.5177947	1.0130985	0.5377845	0.6000751	0.3659501	0.3794576	0.8432123	0.4523211	0.1964959	0.1771848	1.1077971	0.8418218
0.7231376	0.4545275	0.5026738	0.8241382	0.8916708	0.4569245	0.5968713	0.6255642	0.7844624	0.7234671	0.3217308	0.1994234	1.0790818	0.9874392
0.5565653	0.4074549	0.7840012	0.8886013	0.9943165	0.5683732	0.7098837	0.6228542	0.7535587	0.8760789	0.2413896	0.1458031	1.0215304	0.7704781
0.4962501	0.3967263	0.3712847	0.9102075	0.4007896	0.5703770	0.4514836	0.3965707	0.7543976	0.5882091	0.3115971	0.0731592	0.9244357	0.8981873
0.6423948	0.3969870	0.5379429	0.9828278	0.5795768	0.6493828	0.7377399	0.3593200	0.6064375	0.5062131	0.2849054	0.2028686	0.6811864	0.7935485
0.8675355	0.2426672	0.7337028	0.8639578	0.7955236	0.6922345	0.5714606	0.3788683	0.6952510	0.3882358	0.2681292	0.1764536	0.6318967	0.6277920
0.8691734	0.2129349	0.5831037	0.9250206	0.9238593	0.4339201	0.6270595	0.6326534	0.3148360	0.5678420	0.4048724	0.2294224	0.6516627	0.5851854
0.5886919	0.5606684	0.5262343	0.9532174	0.5438551	0.8970969	0.2748032	0.1381166	0.9848208	0.2536097	0.2186534	0.0303344	0.8212775	0.7672158
0.7312965	0.3373478	0.3876072	0.7129255	0.6629485	0.8942368	0.2409750	0.2309090	1.2304958	0.3014542	0.2503306	0.0899071	0.7331477	0.6008088
0.6802492	0.4160126	0.4337113	0.8152308	0.7050185	1.0330871	0.3062611	0.1859337	1.0403636	0.4392642	0.3454195	0.0204513	0.7738864	0.6300683
0.4137793	0.1393905	0.4722309	0.7888458	0.5026389	0.9074338	0.2951738	0.1557701	1.1057434	0.3293889	0.2812905	0.0199907	0.8143965	0.8913197
0.3804617	0.0097650	0.4842805	0.7743044	0.2770316	0.9520328	0.4479191	0.1691646	0.9795799	0.2791089	0.2515249	0.0322243	0.8999025	1.0335163
0.3903177	0.0477961	0.3601266	0.8423600	0.4948983	1.0335019	0.1947485	0.1246024	0.8830950	0.2581196	0.1646165	0.0229573	0.7307739	0.9773259
0.6496539	0.4319182	0.4255688	0.9355107	0.6362547	0.6527387	0.4202552	0.3769057	0.8032655	0.4657648	0.3247060	0.0706472	0.8872935	0.9328576
0.6614634	0.3646539	0.1195800	0.9336469	0.2928222	0.4289273	0.6100970	0.3730065	1.0111593	0.4465352	0.2231354	0.0282818	0.9933863	0.8916033
0.6350689	0.3884375	0.1414190	0.8666520	0.3351544	0.7238672	0.7077548	0.3430443	0.8882773	0.4863961	0.4659383	0.0749029	0.9568231	0.7648117
0.6542527	0.3061424	0.0979725	0.9163198	0.2494288	0.6250939	0.7734540	0.6070815	1.4151525	0.3557689	0.4066859	0.0973118	0.9259496	0.6118960
0.6318054	0.4094621	0.1770635	0.9949798	0.3662264	0.6685304	0.5667567	0.4229148	0.9734839	0.4385789	0.2929619	0.0489397	0.9464350	0.6823361
0.7241823	0.4348061	0.1389447	0.7894508	0.2687028	0.6164071	0.3810884	0.3786512	0.9951081	0.5237179	0.4089284	0.0421438	0.9898686	0.6896021
0.6083030	0.3700119	0.1124417	0.8300992	0.2037346	0.4334164	0.2661697	0.6515067	1.0566003	0.5679361	0.2781174	0.1240100	0.8566256	0.4750729
0.5609072	0.3703170	0.1865630	0.8457107	0.4138365	0.5312843	0.5907787	0.3673283	0.8425587	0.4651188	0.2810563	0.0490279	1.1902651	0.7322085
0.5120890	0.3700104	0.0758305	0.9233664	0.3767216	0.6807126	0.5905109	0.4265128	0.8380982	0.3340289	0.2853431	0.0498094	0.8290662	0.7141079
0.5766061	0.2494865	0.1379486	1.0294166	0.5213614	0.5275266	0.5929019	0.5597392	0.9593900	0.5131134	0.2484317	0.0042500	1.0373867	0.8119662
0.6850744	0.3420752	0.2403402	1.2768163	0.2892208	0.5001519	0.7867506	0.3307688	0.7661580	0.5052724	0.3050268	0.0937355	1.0010647	0.8668242
0.5910054	0.3537421	0.1765689	0.9103707	0.5026726	0.4631282	0.5558638	0.4398465	0.9532600	0.6960756	0.4022179	0.1203943	1.0840760	0.6404794
0.5908990	0.3313381	0.1569973	0.9206055	0.4076705	0.5205909	0.6430460	0.4424754	1.1506605	0.7865229	0.3941662	0.1423148	0.7944048	0.8292980
0.6919132	0.3185266	0.1218413	0.9413714	0.2829701	0.6095341	0.6417493	0.3330150	1.2446467	0.3698662	0.3907379	0.0922127	1.0600379	0.7580922
0.8314068	0.3674709	0.0814213	1.0440065	0.2063385	0.5517037	0.5832134	0.2967257	0.9567163	0.3424411	0.3464296	0.0947869	0.9685730	0.7482203
0.4799905	0.2661445	0.0770952	0.9004591	0.2914661	0.5623548	0.6251625	0.6401474	0.9047148	0.4589238	0.2802872	0.1056641	0.9026007	0.6736654
0.7232031	0.4567172	0.4721795	0.7323052	0.7354956	0.5319901	0.1717707	0.3741896	0.6690694	0.4252864	0.3201370	0.0173175	0.9189392	0.7715915
0.6797174	0.4988807	0.4898025	0.7407728	0.6747339	0.6083898	0.0120097	0.3530696	0.6713891	0.4738092	0.3649855	0.0025775	0.9306362	0.6513316
0.6775094	0.3851669	0.4017869	0.9643272	0.5205474	0.6118133	0.3636577	0.2950542	0.8489513	0.4813324	0.3296761	0.1796209	0.9505033	0.7907677
0.6117824	0.4262215	0.3695782	0.8286655	0.6856152	0.5885555	0.2585877	0.3998253	0.8341114	0.4813961	0.3599845	0.0782549	0.8904883	0.5221299
0.7557365	0.4130270	0.3929641	0.8463971	0.7753530	0.4563984	0.4190169	0.3728793	0.7901590	0.8421476	0.2360316	0.0009978	0.7463253	0.7316941
0.6021582	0.4796894	0.5053131	0.8119121	0.6151257	0.4266559	0.4910515	0.3403818	0.8701696	0.5067624	0.3579718	0.0686296	0.9206347	0.8042880
0.7701039	0.4232866	0.4123036	0.7353926	0.5984721	0.6557621	0.2384990	0.2897036	0.6642014	0.3868710	0.2662358	0.0237807	0.8917815	0.7614520
0.7629900	0.3347723	0.4285184	0.8446982	0.9566526	0.5057973	0.0039411	0.3837833	0.7497545	0.3721872	0.2534491	0.0003119	1.0005183	0.6787303
0.6825829	0.3923612	0.4819270	0.8868603	0.5083417	0.5172320	0.4228176	0.3253302	0.8017694	0.4928183	0.3305663	0.0711301	0.9898036	0.8055611
0.5638025	0.3335704	0.3680284	0.9211450	0.5069372	0.5187022	0.4623217	0.4719350	0.7750051	0.4271758	0.3324083	0.1019881	1.0486110	0.7721215
0.6518008	0.3650623	0.4797487	0.8456651	0.4709175	0.6017228	0.4772259	0.3488981	0.8268129	0.4519862	0.4116760	0.0916438	0.8122967	0.8946332
0.5583016	0.4557906	0.5534022	0.8626533	0.5359977	0.5764121	0.3661988	0.4801211	0.5879385	0.6718457	0.2431974	0.1960592	0.7469255	0.6674852
0.5853388	0.6154684	0.4741746	1.0388194	0.5385751	0.4709880	0.2790717	0.3701385	0.7819796	0.4284247	0.2992502	0.0792906	0.7665085	0.6076650
0.6660325	0.6379435	0.4249031	0.8179766	0.4612967	0.4514637	0.3857962	0.4165474	0.6445509	0.4866811	0.2429374	0.0715301	0.7260846	0.6396447
0.7282164	0.5785259	0.5371952	0.7893992	0.7998757	0.3811503	0.1341387	0.3976801	0.4543945	0.8092967	0.2316951	0.0931275	0.7117671	0.4811982
0.7908894	0.5967010	0.5875164	0.7010972	0.7672069	0.3425208	0.2542466	0.4085868	0.6909788	0.5511844	0.2725505	0.1143831	0.6306931	0.2869741
0.9682114	0.5502134	0.5100509	0.8087716	0.9511133	0.4435220	0.2807064	0.4334730	0.6243786	0.5041027	0.3625950	0.0410901	0.6492428	0.4296493
0.6620156	0.4386073	0.4446852	0.7466655	0.4611335	0.4808312	0.5409939	0.4724062	0.7384377	0.6000800	0.3153325	0.0574228	0.6933431	0.9828188
0.4889602	0.4895621	0.4769800	0.8263962	0.4713238	0.5648949	0.2911298	0.2771420	0.7692706	0.4205635	0.2990053	0.0403123	0.7352620	0.7910426
0.4755931	0.6313208	0.4431565	0.9877973	0.3912177	0.4408928	0.4050927	0.3697007	0.7996313	0.4722282	0.2723616	0.1034593	0.6831460	0.8160672
0.5178651	0.4766646	0.5579797	0.8483680	0.3884114	0.6324586	0.4276241	0.4325706	0.7255143	0.8860030	0.2294490	0.0719931	0.6135853	0.9645114
0.4434618	0.6199201	0.6103510	0.9690397	0.4314263	0.6388394	0.2675116	0.5504174	0.7519130	0.7558958	0.1561995	0.0948286	0.6262395	1.0094680
0.5585977	0.4406995	0.4716942	0.8871607	0.4597473	0.6120156	0.1834344	0.6003771	0.5783899	0.8622713	0.2689304	0.0299446	0.6524311	0.9347412
0.6660693	0.3020904	0.5408224	0.7465376	0.4622519	0.4701975	0.4453676	0.3190428	0.7054006	0.5282643	0.2734494	0.0952151	0.9863000	0.7327311
0.5769429	0.4652303	0.3695598	1.0034863	0.5077356	0.5705706	0.4571343	0.2534834	0.8348051	0.4265259	0.3160748	0.0691593	1.0301156	0.7313025
0.5721832	0.3736012	0.4725161	0.9143273	0.5058451	0.6270866	0.5212346	0.2934062	0.7552973	0.4875125	0.3112630	0.0441554	1.0188719	0.7317464
0.6278586	0.4375862	0.4241564	1.0324925	0.4559652	0.6013601	0.4089736	0.3379324	0.8829600	0.4763096	0.3673741	0.0724183	0.7720013	0.5745625
0.6492658	0.4360792	0.4570962	0.7970987	0.5171180	0.4910097	0.4356054	0.3538071	0.7460567	0.5602404	0.3809770	0.0617841	0.9238226	0.8499147
0.6677853	0.4308384	0.4817954	0.7776886	0.6352478	0.7224730	0.4677996	0.4321993	0.7492974	0.4385787	0.2959203	0.0375768	0.5746744	0.6771004
0.6545043	0.3983713	0.5164700	1.0023576	0.6304076	0.5064088	0.2894402	0.3815141	0.7434178	0.6534521	0.2165090	0.0591476	0.5841882	0.6828080
0.7011878	0.5762212	0.4908259	0.8726530	0.7110683	0.5129146	0.1689704	0.3978779	0.7693384	0.5745745	0.1944841	0.0548106	0.6384934	0.6016312
0.8634433	0.5902406	0.3850966	0.7830088	0.9029836	0.2630013	0.1649162	0.3682189	0.3741856	0.6679267	0.3576642	0.1013827	0.5754621	0.3653469
0.9485425	0.6071882	0.5778731	0.6621053	0.7164047	0.1094194	0.3999577	0.2898718	0.1719381	0.7198546	0.4611168	0.2195436	0.6245321	0.2971531
0.7780373	0.6793784	0.4502112	0.7762554	0.6471277	0.3981273	0.3283305	0.3888624	0.3398578	0.6069169	0.3371808	0.0669674	0.7219634	0.2813807
0.6115051	0.5652402	0.3802305	0.8406620	0.5166506	0.5386044	0.3254430	0.3987865	0.7839583	0.7389387	0.2569242	0.0286190	0.7778482	0.9362905
0.4947665	0.4941214	0.4352554	0.7084580	0.3652368	0.5532193	0.4401234	0.2901521	0.7424601	0.4520332	0.2790005	0.0428255	0.7101805	1.0796542
0.5848740	0.5746973	0.4697843	0.8585477	0.3805322	0.6500802	0.3538460	0.4426070	0.7302326	0.6878297	0.1802899	0.0633605	0.7416654	0.9362403
0.4650692	0.6081047	0.5093337	0.8467893	0.3848939	0.4397367	0.3294850	0.4294416	0.7452397	0.8593266	0.2382317	0.1445510	0.5573859	1.0708377
0.4296462	0.4337106	0.5009559	0.8332929	0.5187114	0.5578781	0.4129206	0.4386589	0.6435953	0.8511024	0.1574521	0.0846708	0.5781650	0.9026009
0.3973891	0.5744828	0.5095134	0.8421738	0.5266041	0.3462278	0.3131523	0.4287159	0.7197463	1.1190781	0.1969178	0.1466780	0.7874734	0.8998992
0.5996741	0.3533273	0.4492717	0.9463115	0.5655094	0.6804211	0.4203442	0.2794756	0.7724146	0.4807855	0.2889436	0.0920352	0.9930073	0.8608811
0.6160172	0.4790918	0.5709216	0.7968373	0.7289613	0.5218005	0.4391776	0.5860789	0.7314056	0.6918066	0.3506466	0.1808523	1.0191157	0.7734458
0.4797631	0.4037236	0.9000480	0.9328857	0.4997976	0.4507396	0.5122038	0.5064794	0.7504211	0.4585370	0.2698442	0.1393785	1.0726186	0.8632135
0.5061521	0.5165806	0.5997431	0.9559968	0.2845001	0.5657382	0.6769622	0.5143491	0.9153772	0.5525640	0.2865239	0.2230895	0.9945905	0.8979934
0.4894924	0.4515603	0.5683704	0.9989677	0.3827652	0.5496648	0.5434411	0.4284039	0.8288350	0.3715810	0.3296691	0.2104334	1.0277852	0.8933201
0.5434440	0.4177892	0.6147369	0.8863750	0.3555602	0.4264413	0.5778095	0.6278233	0.7725896	0.4705483	0.3146935	0.2936642	1.0321772	0.8106748
0.5862140	0.4669525	0.6045697	0.7901327	0.2680522	0.6187744	0.7963686	0.6482032	0.8547587	0.3009030	0.2503419	0.2665463	1.0404635	0.7415662
0.4782944	0.5509544	0.3707602	0.7954573	0.1443270	0.5128269	0.3207754	0.7432466	1.0956191	0.4489864	0.3811778	0.0132443	0.9180990	0.7343305
0.4828613	0.6314268	0.4467582	0.7861270	0.2971097	0.5154542	0.2491403	0.7469329	0.9235232	0.5234196	0.2966703	0.0105738	0.9442944	0.9120140
0.6294740	0.3218055	0.4553302	0.9510563	0.4301011	0.6437510	0.6323682	0.3075216	1.1491025	0.3267959	0.3436261	0.2586630	0.8542345	0.6758139
0.6391149	0.4272996	0.4607793	0.8309976	0.3906630	0.6293157	0.6252596	0.2585409	0.9439825	0.6032090	0.3595807	0.3116220	0.8761296	0.8815206
0.5510470	0.3596638	0.1155227	0.9177964	0.5137286	0.5562847	0.0114943	0.8017390	0.7753456	0.5159656	0.3273161	0.0012156	1.0116322	0.6444628
0.9095967	0.5428644	0.2296258	0.6443482	0.7478592	0.5541170	0.0048891	0.9628165	0.8023276	0.5639072	0.4363329	0.0027436	0.9623865	0.7720959
0.5808148	0.4012577	0.1331750	0.8639596	0.4684305	0.5611414	0.0118368	0.6896296	0.9602705	0.6429593	0.3439757	0.0042504	0.8319128	1.0042830
0.8701924	0.5899503	0.6304488	0.6735118	0.9085604	1.0017336	0.3879507	0.6985103	0.6500068	0.2936544	0.5091066	0.1225697	0.7025156	0.3922800
0.8907199	0.4634394	0.5985127	0.8857726	0.7902943	0.8546961	0.4318172	0.6272516	0.6937489	0.1575268	0.4196794	0.0686032	0.6459187	0.4862977
0.9033724	0.8732195	0.3715271	0.9134083	1.2370134	0.6085815	0.4790341	0.1751221	0.9009456	0.4625709	0.5117586	0.3042384	0.6505818	0.3974435
0.8597431	0.8811976	0.3806523	0.8615687	1.0767606	0.7060601	0.2630267	0.1454214	0.6528059	0.4064652	0.4563440	0.1840974	0.6305692	0.3478201
0.7653174	0.7967628	0.4276374	1.0756961	0.9466640	0.7955861	0.2789579	0.1493146	0.6537730	0.4663056	0.4976940	0.2662555	0.7785044	0.4931002
0.8608605	0.9153631	0.3823755	0.9334835	1.0560793	0.7621244	0.1618626	0.2870936	0.6581272	0.5663126	0.4375491	0.2477149	0.7399456	0.5188963
0.8353032	0.8705176	0.3059345	0.8994518	0.9785556	0.7313367	0.2279843	0.2391528	0.7982423	0.4539343	0.3447760	0.2907416	0.7570868	0.6637648
0.7954465	1.0245031	0.2800464	0.7113511	1.0466810	0.4542772	0.3068531	0.1634180	0.5944643	0.4126928	0.5116622	0.2199239	0.8457026	0.3223855
0.7777911	0.7229234	0.2952503	0.7683484	0.9812123	0.6594607	0.2391284	0.2557008	0.6839515	0.4474796	0.4720654	0.2893742	0.6807194	0.5738051
0.6966074	0.4918543	0.2504433	0.8715190	0.5986076	0.6536234	0.1198558	0.2285899	0.8938822	0.4381234	0.3458793	0.2370063	0.6471361	0.6785327
0.8205919	0.5573504	0.1885486	0.6944826	0.8028834	0.7156177	0.2270314	0.2586319	0.8167205	0.4776160	0.4455548	0.1674145	0.8166573	0.6549072
0.6642277	0.4087716	0.2767846	0.6812656	1.1141348	0.7329095	0.0972537	0.2981276	1.0652352	0.6341997	0.4719127	0.1075981	0.7226755	0.6909508
0.8182882	0.4311439	0.2246687	0.8646519	0.8058087	0.7407757	0.1424054	0.2897036	0.8615560	0.4797890	0.4614230	0.2046564	0.7557716	0.7240247
0.6468721	0.4969546	0.2131140	0.8667711	0.7652744	0.6887275	0.0994475	0.2058437	0.7537105	0.4222721	0.4719633	0.1481802	0.7193875	0.7110658
0.6713519	0.4129058	0.2330363	0.7048806	0.7474114	0.6227912	0.1239477	0.3258965	0.9229558	0.4731715	0.3111142	0.2238867	0.8229319	0.5991268
0.6021075	0.2382447	0.3787872	0.9103850	0.7579511	0.6364434	0.0561577	0.6978552	0.7669614	0.4442848	0.3652765	0.0175158	1.0919675	0.7137548
0.7560702	0.1429233	0.5385275	0.8865625	0.7251833	0.4515347	0.1033542	0.9003366	0.6707921	0.6532623	0.3436802	0.0246233	0.9218916	0.7646163
0.7315174	0.3710431	0.3579605	0.8022081	0.7552727	0.4598420	0.1718286	0.8333003	0.7037623	0.5320273	0.3061453	0.0196416	1.0816020	0.7292524
0.7060785	0.1500279	0.4742336	0.9883086	0.7999870	0.6652952	0.0824815	0.9571491	0.7197867	0.8350522	0.3762652	0.0329736	1.0130649	0.7504258
0.6756784	0.2621223	0.2941599	0.8422367	0.6394972	0.5144602	0.1482255	0.8548881	0.8610147	0.7729732	0.2271988	0.0043216	0.9925155	0.8419949
0.7359864	0.2452111	0.3803991	0.8954516	0.7126988	0.5283211	0.1804952	0.8835580	0.9836664	0.7614132	0.3257377	0.0035051	0.8719054	0.8239459
0.6046202	0.2075687	0.5125670	0.8014210	0.3716177	0.5263521	0.1258999	0.8604315	0.8739005	0.6422943	0.2888020	0.0440689	1.0608083	0.7964029
0.6931562	0.2696970	0.4022495	0.9959386	0.5791716	0.5698062	0.0980147	0.7286979	0.7048478	0.4686079	0.3100649	0.0098800	1.0004378	0.8582480
0.7131936	0.1423457	0.4712000	0.8333705	0.5521557	0.6394638	0.1337800	0.7113052	0.8516858	0.4996813	0.3179236	0.0445627	0.9397924	0.8420673
